smiles,occurrence,degree,type,bonds
*c1ccc2[nH]c3c(c2c1)CCN(*)C3,43,2,Ring,--
*c1ccc2c(c1)N(*)c1ccccc1S2,43,2,Ring,--
*C1OCCO1,43,1,Ring,-
*C1CN(*)C1,43,2,Ring,--
*c1ccc2c(c1)CN(*)CCC1COC(=*)N21,43,3,Ring,--=
*C1=CC2C(CCC3(*)OC3C3C(*)C(*)CC3(*)C1=*)C2(*)*,43,8,Ring,-----=--
*C1C=Cc2ccccc2C1*,43,2,Ring,--
*C1CC2(*)C(=*)C(=*)C(=*)C(*)(C2=*)C1(*)*,43,9,Ring,--===-=--
*c1cc(*)c2c(=*)c3ccccc3c(=*)c2c1*,43,5,Ring,--==-
*c1cc(*)c2c(c1*)OCO2,43,3,Ring,---
*C1=CC(=*)Oc2c1ccc1c2C(*)CC(=*)O1,43,4,Ring,-=-=
*c1cccc2cocc12,43,1,Ring,-
*C1CCC(*)C23OC(*)(*)C(CC(*)C12*)C3*,43,7,Ring,-------
*C12CCC3C(CCC4CC(=*)CCC43*)C1CCC2=*,43,4,Ring,-=-=
*C1CNC(=*)C12CCCC2,43,2,Ring,-=
*C1=C(*)C2(CCCCCC2)OC1=*,43,3,Ring,--=
*C1C=C2C(CCC(*)C2(*)*)C2(*)CCC3(*)C(*)C(*)CC3(*)C12,43,9,Ring,---------
*C1=CCC2CC(CC3(CCC(*)C(*)O3)O2)OC(=*)C2C=C(*)C(*)C3OCC(=CC=CC(*)C1*)C23*,43,9,Ring,---=-----
*C1CC2C3(*)CCC4C(*)(*)CCCC4(*)C3CC(*)C2(*)C(*)C1*,43,9,Ring,---------
*c1cc(=*)[nH]c1=*,43,3,Ring,-==
*C1CC2C3(CC1C(=*)C3*)C1CC3C4(*)CCC(*)C32C1N(*)C4,43,6,Ring,-=----
*C1CC2(*)OC3(CC(*)C(*)C(*)O3)OC2C(*)O1,43,6,Ring,------
*C1CC2C(*)(*)C(*)CCC2(*)C2(CO2)C1*,43,6,Ring,------
*NC(=O)NS(*)(=O)=O,43,2,Linker,--
*OCC(*)C(=O)NCC=CC=C(C)C(OC)C(*)C,43,3,Linker,---
*CNCCC(*)C(C)C,43,2,Linker,--
*OC(=O)C(CCCC)NS(*)(=O)=O,43,2,Linker,--
*COC(=O)NCC(=O)O*,43,2,Linker,--
*C=CC(C)=CC(C)C(O)C*,43,2,Linker,--
*CCCCCC(=O)N*,43,2,Linker,--
*CCNC(=O)N*,43,2,Linker,--
*OCCNC(*)=O,43,2,Linker,--
*CC(O)C(*)C,43,2,Linker,--
*CCC(*)(C)O,43,2,Linker,--
*=CC=O,43,1,Sub,=
*C=C(C)C=C,43,1,Sub,-
*OC(C=C)CCCCC,43,1,Sub,-
*CC(=O)NCCC(=O)O,43,1,Sub,-
*C(C)=CC(C)CCCCC(=O)O,43,1,Sub,-
*NC(=O)CC(C)(C)CC(=O)O,43,1,Sub,-
*C(CC)OC(C)=O,43,1,Sub,-
*CNCC(C)C,43,1,Sub,-
*C(C)CCC(C)C(C)(C)O,43,1,Sub,-
*OC(=O)OC,43,1,Sub,-
*OCC(=O)NCC(=O)NC(C(=O)O)C(C)CC,43,1,Sub,-
*CC(=O)C(C)C,43,1,Sub,-
*COC(=O)NCCC,43,1,Sub,-
*OC(=O)CCC(C)C,43,1,Sub,-
*C1=C2CC3C(*)(*)C4CC4C3(*)C3CC4=C5C(C(=*)C(=*)C(*)C5(*)C5CC45)C23OC1=*,42,9,Ring,----==--=
*C1=CCCC2(*)OC2CC2C(=*)C(=*)OC2C(*)C(*)=CCC1,42,6,Ring,--==--
*C1CC2(*)C3=CCC(*)C(*)(*)C3=CCC2(*)C1*,42,7,Ring,-------
*=C1NC(=*)C(=*)N1,42,3,Ring,===
*C1=C2C(*)C(*)C(*)C3CCC(*)C3=CC2(*)C(*)C1,42,7,Ring,-------
*C1CCC2(*)C(CCC3(*)C2CC=C2C4CC(*)(*)C5CC4(C(=*)O5)C(*)CC23*)C1(*)*,42,10,Ring,-----=----
*C1=COC(*)C(*)C1(*)*,42,5,Ring,-----
*C1=CC23CC1CCC2C1(*)CCCC(*)(*)C1CC3*,42,5,Ring,-----
*C1C=C2C=CCCC2CC1*,42,2,Ring,--
*C1=C(*)C(=*)C(*)CC1,42,4,Ring,--=-
*C1CCC2(*)C3CCC4(*)C(=C3C(*)C(*)C2C1)CC(*)C4*,42,7,Ring,-------
*C1CCC2C3=CCC4CC(=*)CCC4(*)C3CCC12*,42,4,Ring,-=--
*C1CC(*)C(*)C2(O1)OC(*)(*)C(*)C2*,42,7,Ring,-------
*C1=CC=C(*)CC1,42,2,Ring,--
*C1CCC2C3CSSCC(*)C(*)CCC2C(C1)CC3*,42,4,Ring,----
*c1cc2cc(*)c1C(*)CCCCC(*)C(*)c1cc(*)c(c(*)c1)C(*)CCCCC(*)C2*,42,10,Ring,----------
*C1=CCCC(=*)C2CC(*)(*)C2CC1=*,42,5,Ring,-=--=
*c1ccc2c(n1)N(*)C(*)CCN(*)C2,42,4,Ring,----
*=C1NC(=*)C(=*)C(=*)N1,42,4,Ring,====
*C1CNCC2(*)C(*)OC(*)C(*)C2OCSSCC1*,42,6,Ring,------
*C1=NCCN1,42,1,Ring,-
*C1CCC2(*)C(CCC3C4CCCC4(*)CCC32)C1,42,3,Ring,---
*c1ccc2c(c1)N=C1CCCN1C2=*,42,2,Ring,-=
*C1CCC2(*)C(*)CCC(=*)C2C1,42,4,Ring,---=
*C1COCc2nc3cccnc3n21,42,1,Ring,-
*c1cc2c3ccccc3n3c(=*)c4ccccc4c(n1)c23,42,2,Ring,-=
*C1=C(*)C(=*)C(*)(*)C(=*)C1=*,42,7,Ring,--=--==
*c1ccc2c3c(cc(*)c2c1)C(*)C(*)C(*)O3,42,5,Ring,-----
*C1=CC2OC(=*)C(=*)C2C(*)CC2(*)CCC1(*)O2,42,6,Ring,-==---
*C1=CC(=*)N(*)C(*)=C1,42,4,Ring,-=--
*C1=C(*)C2(*)C(=*)C(*)(CC(*)C2(*)*)C1=*,42,9,Ring,---=----=
*c1ccc(*)c2c(*)cc(*)c-2c1,42,4,Ring,----
*c1ccc2c(c1)OC(*)CC2*,42,3,Ring,---
*C1=CCCC(=*)C2C(*)OC=C(*)C2CC1,42,4,Ring,-=--
*C1CCC(*)OC1,42,2,Ring,--
*C1CC2C(*)(CCC(*)C2(*)*)C2=C1C1(*)C(*)CC(*)C1(*)CC2,42,9,Ring,---------
*C1CN(*)C2COC(*)C12,42,3,Ring,---
*C1CC2OC(*)(C1*)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=*)NC4,42,4,Ring,---=
*C1CC(=*)OC2=C1C(=*)Oc1ccccc12,42,3,Ring,-==
*C1CNCC2(*)C(*)OC(*)C(*)C2(*)OCSSCC1*,42,7,Ring,-------
*C1C(=*)C(=*)C(=*)CC1(*)*,42,6,Ring,-===--
*C1CC(*)C2(*)C(CCC3(*)C2CC=C2C4CC(*)(*)CCC4(*)CCC23*)C1(*)*,42,10,Ring,----------
*c1cc(*)c2c(c1)Oc1c(*)c(*)cc(*)c1C2=*,42,6,Ring,-----=
*OC(=O)C(*)NC(=O)OC(C)(C)C,42,2,Linker,--
*SS*,42,2,Linker,--
*C(=O)NC(C(*)=O)C(C)CC,42,2,Linker,--
*COC(=O)NC(*)C(=O)O*,42,3,Linker,---
*CCNC(*)N,42,2,Linker,--
*CCNC(=O)CS*,42,2,Linker,--
*[N+]#N,42,1,Sub,-
*OCC(=O)NC(CC(C)C)C(=O)O,42,1,Sub,-
*=CC(C)=O,42,1,Sub,=
*OC(C)C(=O)NC(C(=O)O)C(C)C,42,1,Sub,-
*C(C)CCCC(C)COC(C)=O,42,1,Sub,-
*OCC(=O)NC(CCCC)C(=O)O,42,1,Sub,-
*C(=O)CCC(C)C,42,1,Sub,-
*OCC(=O)NCCCC(=O)O,42,1,Sub,-
*OC(=O)C(NC(=O)OC(C)(C)C)C(C)C,42,1,Sub,-
*C(O)C(O)C(O)C(O)CO,42,1,Sub,-
*C(Br)Br,42,1,Sub,-
*C1CNC(*)C(*)C1,41,3,Ring,---
*C1C2CCC(C2)C1(*)*,41,3,Ring,---
*c1ccc2c3c1OC1(*)C4(*)C=CC5(CC4*)C(C2)N(*)CCC351,41,5,Ring,-----
*c1c2c(cc3c1OCO3)C(*)C1C(=*)OCC1C2,41,3,Ring,--=
*C1CC(*)C2(*)C(=*)C3(CC(*)C(*)CO3)OC2C1,41,6,Ring,---=--
*c1ccc2nc(*)nc(*)c2c1,41,3,Ring,---
*C1=CN(*)CCC1,41,2,Ring,--
*C1=CC2c3c(*)cc(*)cc3OC3(*)Oc4cc(*)ccc4C(C1)C23,41,5,Ring,-----
*c1ccc2c(c1*)C(*)NC(*)C2,41,4,Ring,----
*c1ccc2c(c1*)-c1c(*)c(*)cc3c1C(C2)N(*)CC3,41,5,Ring,-----
*N1C(=*)C2(c3ccccc31)N1CC3(*)CN2CC(*)(C1)C3=*,41,5,Ring,-=--=
*c1cn2c3c(c[nH]c13)CCC(*)(*)C1=C3C(C2)C(*)C2C4(*)CCC(=*)C(*)(*)C4CCC2(*)C3(*)CC1=*,41,11,Ring,-----=----=
*C1=NCCCC(*)(*)N1,41,3,Ring,---
*c1cccc2c1C(=*)OC2*,41,3,Ring,-=-
*C1CCC2(*)C(CCC3=C4CCC(*)C4(*)CCC32)C1,41,4,Ring,----
*C1=C2C(*)C(*)C3(*)C(*)CC(*)C(=*)C3CC2(*)CC1*,41,9,Ring,------=--
*C1=NC(=*)NC(=*)C1=*,41,4,Ring,-===
*C1CCOC(*)C1,41,2,Ring,--
*C1CC2CC(*)N(*)C2CC1*,41,4,Ring,----
*C1(*)CC23CCC4C(*)(*)C(=*)CCC4(*)C2CCC1C3,41,6,Ring,----=-
*c1cc(*)c2c(c1)C(*)C(*)C2*,41,5,Ring,-----
*c1cccc2c1nc1n2C(*)COC1,41,2,Ring,--
*C1=CC(=*)C2=C(O1)C(*)C(*)C(*)C2*,41,6,Ring,-=----
*C1C2OCC3(*)C(*)CC(*)C4(COC(*)(*)C4C1(*)*)C23,41,8,Ring,--------
*C1=CC2OC(=*)C3(*)OC23C(*)C2C(*)C(*)CC(*)C2(*)C(*)C(*)C1,41,10,Ring,-=--------
*C12CCC(C1)C(*)(*)C2=*,41,4,Ring,---=
*c1cc2c(cc1*)-c1c(*)c(*)cc3c1C(C2)[N+](*)(*)C(*)C3,41,7,Ring,-------
*C1CC(*)N2CCC=C3OC(=*)C(*)C3C2C1,41,4,Ring,--=-
*C1=C(*)C(=*)c2c(*)cc3c(c2O1)C=CC(*)(*)O3,41,6,Ring,--=---
*C1(*)CC2(*)OC(=*)CC2OO1,41,4,Ring,---=
*C1=CC(=*)C(*)C1*,41,4,Ring,-=--
*C1=C(*)C(=*)c2cc(*)ccc2O1,41,4,Ring,--=-
*c1cccc2c1CC(=*)NC2*,41,3,Ring,-=-
*C1=CC2=CC(=*)C(*)(*)C(*)C2=CO1,41,5,Ring,-=---
*C1=CC2C(CCC2(*)*)C(*)(*)CC1,41,5,Ring,-----
*C1=CC2C(*)CCC(=*)C2CC1,41,3,Ring,--=
*C1=[N+](*)C=C2N=CC=C21,41,2,Ring,--
*C1=C(*)C(=*)CC(*)C1,41,4,Ring,--=-
*C1OC(=*)CC2C1(*)CCC1C3(*)C(=*)C(*)(C(*)C(*)(*)C3*)C3OC213,41,10,Ring,-=--=-----
*C1=C2OC(*)CC23CC(*)C(*)(*)C(*)(C1=*)C3=*,41,8,Ring,------==
*C1C=CCCC1*,41,2,Ring,--
*C1=CC2C(CCC3(*)C2CCC3(*)*)C2(*)CCC(*)C=C12,41,6,Ring,------
*c1cc2c(cc1*)C1CC3C(=COC(*)C3*)C(=*)N1CC2,41,5,Ring,----=
*C1OCC2OC3(OC2C1*)OC(*)C(*)(*)C1OCOC13,41,5,Ring,-----
*C1CCC2(*)C(CCC3C2CCC2(*)C3CC(*)C2(*)*)C1,41,6,Ring,------
*C=CC=CC=C(C)C(*)=O,41,2,Linker,--
*OCC(O)C(O)C(O*)C(CO)NC(C)=O,41,2,Linker,--
*C(*)C(C)C,41,2,Linker,--
*CNC(=O)C(C*)NC(=O)OC(C)(C)C,41,2,Linker,--
*CCNC=*,41,2,Linker,-=
*CCOC*,41,2,Linker,--
*OC(C)C(=O)NC(C(=O)O)C(C)CC,41,1,Sub,-
*CCC(O)O,41,1,Sub,-
*COC(=O)CC(=O)OC,41,1,Sub,-
*CNC(=O)C(C)(C)C,41,1,Sub,-
*CCC(=C)C(O)CO,41,1,Sub,-
*CC(OC)OC,41,1,Sub,-
*C(C)C(O)CC(CC)C(C)C,41,1,Sub,-
*C(O)C(C)=O,41,1,Sub,-
*OC(=O)NCCC,41,1,Sub,-
*C=CC=CC=CC,41,1,Sub,-
*CC=CCCC,41,1,Sub,-
*OC(=O)C(C)=CCCC(C)=CCO,41,1,Sub,-
*C(=O)CCCCCCCCC,41,1,Sub,-
*C=C(Cl)Cl,41,1,Sub,-
*C(C)CC(O)CC(C)C,41,1,Sub,-
*C(=O)CCCC(=O)O,41,1,Sub,-
*C(C)(O)C=C,41,1,Sub,-
*CCC(C)C(C)=O,41,1,Sub,-
*C(CCCO)NCC(C)O,41,1,Sub,-
*C=NNC(N)=O,41,1,Sub,-
*C(CC(=O)O)C(=O)O,41,1,Sub,-
*C1(*)CCC2(*)CC12,40,3,Ring,---
*C1OC(=*)C2OC23C1(*)CCC1C2(*)C=CC(=*)C(*)(*)C2CC(*)C13*,40,9,Ring,-=--=----
*c1cnc2c(n1)C(=*)N(*)C(=*)N2*,40,5,Ring,-=-=-
*C1CNC2(CC3OC4(*)CC(*)CC(O4)C3O2)C(*)C1,40,4,Ring,----
*C1CC(*)C2(*)OC3CC4(*)C(CCC5C4CCC4(*)C(*)CCC54*)CC3OC2O1,40,7,Ring,-------
*C1CCC2(*)C1C(*)CC1(*)C2CCC2C3(*)CCC(*)C(*)(*)C3C(*)CC21*,40,10,Ring,----------
*C1NCCC2(*)CCCCC12,40,2,Ring,--
*C1CC2CC3(C(*)C2=*)C1C12COC3(*)C(*)C1C(*)(*)CCC2*,40,8,Ring,--=-----
*c1cc[n+](*)c(*)c1,40,3,Ring,---
*C1CCC2(*)C(C1)C(*)C(*)C1C3CCC(*)C3(*)CCC12,40,6,Ring,------
*C1CC2C(=*)NC(*)C(=*)NC(*)C(=*)N3CC(*)C(*)C3C(=*)NC(*)C(*)CC(*)C(=*)NC(*)C(=*)N2C1,40,15,Ring,-=-=-=--=---=-=
*C1=CC(*)(*)C(*)=CC1=*,40,5,Ring,----=
*C1CC2C(*)(CC(*)C3CC32*)C2=CCC(*)(*)CC21,40,6,Ring,------
*c1cc2c(c(*)c1*)C(*)CC(=*)O2,40,5,Ring,----=
*C1NC(=*)C(*)NC(=*)C(*)NC(=*)C(*)NC(=*)C2CCCN2C(=*)C(*)NC(=*)C(*)NC(=*)C(*)NC1=*,40,15,Ring,-=-=-=-==-=-=-=
*c1cc2c([nH]1)C1C=CC3(CCCC3C13CCCC3)C2*,40,2,Ring,--
*C1=CCC(*)(*)C(*)C(*)C1=*,40,6,Ring,-----=
*C1NC(=*)C(*)N(*)C1=*,40,5,Ring,-=--=
*c1cc2c(cc1*)C1C=CC[N+]3(*)C(*)Cc4cc(*)c(*)c-2c4C13,40,6,Ring,------
*C1CCC2C(*)(*)C3CC12CCC3(*)*,40,5,Ring,-----
*c1ccc2c(c1)c(=*)c(=*)n2*,40,4,Ring,-==-
*C1=CC2C=CCCCCC3C=CC4C(*)CCCC4C3(*)C(=*)OC3=C(*)C2(CC1*)OC3=*,40,7,Ring,---=--=
*C1=CCC2(*)CCC(*)(*)C2C(*)C1,40,5,Ring,-----
*C1CC2CSCN2C12C(=*)N(*)c1ccccc12,40,3,Ring,-=-
*c1cccc2ncccc12,40,1,Ring,-
*C1=CN=C(*)C1,40,2,Ring,--
*C1=CC2(*)CC(*)CCC2C(*)C1*,40,5,Ring,-----
*C1CC=C2C(CCC3(*)C(*)CCC23*)C1(*)*,40,6,Ring,------
*=C1C(=*)c2ccccc2C1=*,40,3,Ring,===
*C1=CC2C(CCC(=*)C(*)C3C(*)C(*)CC3(*)C1=*)C2(*)*,40,9,Ring,-=----=--
*C1=CC(*)OC1,40,2,Ring,--
*c1ccc(*)c2c1CC(*)OC2=*,40,4,Ring,---=
*C1CC[N+]2(*)CCCC12,40,2,Ring,--
*C1CCC2(*)C(=CCC3C2CCC24CN(*)C(*)C2CCC34)C1,40,4,Ring,----
*C1c2cc3c(cc2OC(*)(*)C1*)OC(=*)C=C3,40,5,Ring,----=
*C1CCC2=C(CCCC2(*)*)C1(*)*,40,5,Ring,-----
*C1N2C(=*)CC2S(=*)(=*)C1(*)*,40,6,Ring,-===--
*C1=CC(=*)Oc2cc(*)c3c(*)c(*)oc3c21,40,5,Ring,-=---
*C1C=CC(*)(*)C(=*)C(*)C(*)C(=*)C(*)C2C(*)C(*)CC2(*)C1=*,40,12,Ring,---=--=----=
*C1CC2c3ccccc3C1c1ccccc12,40,1,Ring,-
*c1cc2c3c(oc(=*)c4c(*)c(*)c(*)c(oc2=*)c4-3)c1*,40,7,Ring,-=---=-
*C1CCC2C3C=CC4=CC(=*)CCC4(*)C3CCC12*,40,4,Ring,-=--
*c1cccc2c1N(*)C1CCC3(*)CCCN4CCC21C43,40,3,Ring,---
*C1CCC(*)(*)c2ccccc21,40,3,Ring,---
*C1CC2CCC1(*)OC2(*)*,40,4,Ring,----
*C1=C2NCCC(*)N2c2cc(=*)c(*)cc2=C1,40,4,Ring,--=-
*C1CC=CC=CC(=*)C(*)CC(*)C(*)C(*)C(*)CC(=*)O1,40,8,Ring,-=-----=
*c1c(*)c(*)c2c(c1*)CC(*)O2,40,5,Ring,-----
*C1=C(*)C(=*)c2c(cc3c(c2*)OCO3)O1,40,4,Ring,--=-
*N1C(=*)C23CC4(*)c5ccccc5NC4N2C(=*)C1(*)SS3,40,5,Ring,-=-=-
*C(=O)CC(O)CCC(*)C,40,2,Linker,--
*C=CC(=O)OC(C(=O)O)C(O)(C*)C(=O)O,40,2,Linker,--
*OC(C)C(=O)NC(*)C(=O)O,40,2,Linker,--
*NCCCCCC(*)=O,40,2,Linker,--
*OC(*)NC,40,2,Linker,--
*CC(N*)C(=O)O,40,2,Linker,--
*CNC(=O)O*,40,2,Linker,--
*COC(=O)NC(CCCC)C(=O)O*,40,2,Linker,--
*OC(=O)C(CCC)NS(*)(=O)=O,40,2,Linker,--
*OCCCCCCC,40,1,Sub,-
*C(=N)NCCNC,40,1,Sub,-
*CCCCCCCCCC=CCCCC,40,1,Sub,-
*OCCN(C)C,40,1,Sub,-
*C(C=O)=CC,40,1,Sub,-
*C(C)C(=O)N(C)CC#C,40,1,Sub,-
*C(=O)CC(C)O,40,1,Sub,-
*CCCCCCCCC(C)CC,40,1,Sub,-
*C(C)CCC(=O)NCC(=O)O,40,1,Sub,-
*NC(=O)COCC(=O)O,40,1,Sub,-
*SCC(N)C(=O)O,40,1,Sub,-
*C(=O)OCC=C,40,1,Sub,-
*NC(=O)CCC(N)C(=O)O,40,1,Sub,-
*C(CO)CCC=C(C)C,40,1,Sub,-
*CCC=CC,40,1,Sub,-
*CC(=O)NCCNC(C)=O,40,1,Sub,-
*CNS(=O)(=O)CCC,40,1,Sub,-
*C(O)CC(C)=O,40,1,Sub,-
*OC(C)C(=O)NCC(=O)O,40,1,Sub,-
*OC(=O)C(CC(C)C)NC(=O)OC(C)(C)C,40,1,Sub,-
*CCC(=O)NC(C(=O)O)C(C)CC,40,1,Sub,-
*CCCN(C)CCCC,40,1,Sub,-
*C1OC=C2C(=*)N3CCc4c([nH]c5ccccc45)C3CC2C1*,39,3,Ring,-=-
*C1=CC(*)(*)C(*)C1=*,39,5,Ring,----=
*C1=COc2c(*)c3c(c(*)c2C1=*)C=CC(*)(*)O3,39,6,Ring,---=--
*c1cc2c(cc1*)C(=*)C(=*)C2,39,4,Ring,--==
*C1=CC(=*)Oc2cc(*)c3c(c21)OC(=*)CC3*,39,5,Ring,-=-=-
*C1OC(=*)C2OC23C1(*)CCC1C24COC(=*)CC2OC(*)(*)C4CC(=*)C13*,39,8,Ring,-=-=--=-
*c1cn(*)c2cc[nH]c12,39,2,Ring,--
*C1CC#COC(*)C2OC(*)C(*)(CC1*)C(*)C2*,39,7,Ring,-------
*C1C2C(=*)C(*)(C(*)C1(*)*)C1CCC3(*)C(*)OC(=*)CC3C13OC23,39,9,Ring,-=------=
*C1=CCC2C(*)(*)C(=*)CCC2(*)C1*,39,6,Ring,---=--
*C1=CCC(*)OC1,39,2,Ring,--
*C1=CC2C3C(=*)N(*)C(=*)C3C1C1C(=*)N(*)C(=*)C21,39,7,Ring,-=-==-=
*C1CC(*)(*)CC2C3=CCC4C5(*)CCC(=*)C(*)(*)C5CCC4(*)C3(*)CCC12*,39,10,Ring,----=-----
*C1=CC(=*)c2c(ccc(*)c2*)O1,39,4,Ring,-=--
*C1CCC(=*)N(*)C(*)C(=*)NC(*)C(=*)NC(*)C(=*)NC(*)C(*)C(=*)NC(*)C(=*)NC(*)C(*)C(=*)N1,39,17,Ring,-=--=-=-=--=-=--=
*C1=Cc2c(*)cc(*)c(*)c2C(=*)C(*)=C1,39,6,Ring,----=-
*c1cc2c(c(*)c1*)-c1c(cc3c(c1*)OCO3)CC(*)C(*)(*)C2*,39,8,Ring,--------
*c1cc(*)c2c(c1)OC(*)CC2*,39,4,Ring,----
*C1CCC2C(CC=C3CC(*)C(*)CC32*)C1=*,39,5,Ring,----=
*c1cc2c(c(*)c1*)CCC1C2(*)C(=*)CC2(*)C(*)C(*)CC12*,39,9,Ring,----=----
*C1NCCc2ccccc21,39,1,Ring,-
*C1=CC(*)C2C=C(*)C(*)CC=C(*)C3C=CC4C(*)C(*)CC(*)C4C3(*)C(*)=C3C(=*)OC2(C1)C3=*,39,12,Ring,----------==
*C1=Nc2ccccc2N(*)C1,39,2,Ring,--
*C1=NC=Cc2ccc(cc2)OC(*)C(*)C(*)=NC1*,39,5,Ring,-----
*N1CCCc2ccccc21,39,1,Ring,-
*c1cc(*)c2c(c1)OC(=*)C=C2,39,3,Ring,--=
*c1ccc2c(c1)C1(C(=*)N2)N2CCCC2C(*)C12C(=*)Nc1ccccc12,39,4,Ring,-=-=
*C1=Cc2cc(*)c(*)cc2CCN1*,39,4,Ring,----
*c1cc2c(*)cccc2[nH]1,39,2,Ring,--
*C1CC2C(*)CCC(*)C(*)C(*)CCC2(*)C1,39,6,Ring,------
*C1CC(*)(*)C(*)(*)C(*)O1,39,6,Ring,------
*c1cc2c(*)coc2c(*)c1*,39,4,Ring,----
*N1CC2NS(=*)(=*)c3cccnc3OC2C1,39,3,Ring,-==
*c1nc2cnccc2[nH]1,39,1,Ring,-
*C12CN3CC(*)(CN(C1)C3(*)*)C2=*,39,5,Ring,----=
*C1(*)OC1(*)*,39,4,Ring,----
*C1CCC2(*)C(CCC3C2C(*)C(*)C2(*)C(*)CCC32*)C1,39,7,Ring,-------
*C1CC2C=CC1C2,39,1,Ring,-
*C1CSC(*)N1*,39,3,Ring,---
*C1c2ccoc2CC2C1CCC1C(*)(*)CCCC21*,39,4,Ring,----
*C1C(=*)C2(*)C(=*)CC(*)C2(*)C(*)C1*,39,8,Ring,-=-=----
*C1=Nc2ccc(*)cc2C(=*)N1*,39,4,Ring,--=-
*C1=CC(=*)c2c(cc3c(c2*)C2CCCCC4(OC4*)C(=*)OC2C(*)(*)O3)O1,39,7,Ring,-=--=--
*C1=CC2OC(=*)C(=*)C2C(*)CC2(*)C=CC1(*)O2,39,6,Ring,-==---
*C1=CC2=CC(=*)C3(*)OC(=*)C(*)C3C2=CO1,39,5,Ring,-=-=-
*c1ccc2occc2c1*,39,2,Ring,--
*c1ccc2c(c1)ncn2*,39,2,Ring,--
*C1=NC(*)C(*)=NC(*)C(*)=NC(*)C(*)=NC(*)C(*)=NC(*)C(*)=NC(*)C(*)=NCCC1*,39,14,Ring,--------------
*C1=C2Nc3cc(*)c(*)cc3C23CCN2CC=CC(*)(C1)C23,39,4,Ring,----
*C1=NC2(*)N(CC1)c1ccc(*)cc1C2(*)*,39,5,Ring,-----
*OCC(*)(O)CCC=C(C)C,39,2,Linker,--
*CCCCC(=O)NCC*,39,2,Linker,--
*C=CCOC(=O)C=C*,39,2,Linker,--
*COC(NC(*)=O)C(Cl)(Cl)Cl,39,2,Linker,--
*CCCNC(=O)C(C)O*,39,2,Linker,--
*CCC=C(C)CCC=C(C)CCCC(C)C=*,39,2,Linker,-=
*C=CC=CC(=O)O*,39,2,Linker,--
*CCCCCC(C(=O)O)C(*)O,39,2,Linker,--
*C=CC(C)=CC(*)O,39,2,Linker,--
*OP(*)(*)=O,39,3,Linker,---
*CCC(=O)CC(O)C*,39,2,Linker,--
*CCC(O)CC*,39,2,Linker,--
*CC(O)C(=O)NC(C(*)=O)C(C)CC,39,2,Linker,--
*CC(C(*)=O)N(C)C,39,2,Linker,--
*C(*)C#N,39,2,Linker,--
*CCN(C)CC*,39,2,Linker,--
*NC(=O)C(C)O,39,1,Sub,-
*CNC(=O)C(NC(=O)OC(C)(C)C)C(C)C,39,1,Sub,-
*NC(=O)CC(N)CCCN,39,1,Sub,-
*OCC=C(C)CCC(O)C(C)(C)O,39,1,Sub,-
*C(Br)CO,39,1,Sub,-
*CN(C)CC=C,39,1,Sub,-
*C=CC=CCCCCCCCCC,39,1,Sub,-
*CCC(C)(C)C,39,1,Sub,-
*CC(=O)NCCCC(=O)O,39,1,Sub,-
*C(C)CC(=O)C=C(C)C(=O)O,39,1,Sub,-
*OCC(O)CNC(C)C,39,1,Sub,-
*COCCCC,39,1,Sub,-
*CC(NC(C)=O)C(=O)O,39,1,Sub,-
*C(C)C(O)CCC(C)CO,39,1,Sub,-
*C(=O)CC=C(C)C,39,1,Sub,-
*CNC(C(=O)O)C(C)CC,39,1,Sub,-
*OC(=O)C(=CCOC(C)=O)CO,39,1,Sub,-
*OCC=C(C)CO,39,1,Sub,-
*COC(=O)CCCCCCCC=CCCCCCCCC,39,1,Sub,-
*OC(C)(C)C,39,1,Sub,-
*C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C,39,1,Sub,-
*OC(=O)C(C)(C)O,39,1,Sub,-
*C(=O)C(N)CCSC,39,1,Sub,-
*C(=O)NCCCCC,39,1,Sub,-
*C1CC(*)N(*)C1=*,38,4,Ring,---=
*C1NC(=*)C2CCCN2C(=*)C(*)N(*)C(=*)C(*)NC(=*)C(*)N(*)C(=*)C(*)OC(=*)C(*)N(*)C(=*)C(*)NC(=*)C(*)N(*)C1=*,38,21,Ring,-==--=-=--=-=--=-=--=
*C1=NC(=*)C(*)(*)C(=*)N1,38,5,Ring,-=--=
*C1=CCC(*)C(*)=CC2OC(=*)C(=*)C2CC1,38,5,Ring,---==
*C1=CC2=CC(=*)C3(*)OC(=*)C(*)=C3C2=CO1,38,5,Ring,-=-=-
*C1=CC2OC(=*)C3(*)OC23C(*)C2C(*)(*)C(*)C=CC2(*)C(*)C(*)C1*,38,11,Ring,-=---------
*c1ccc2c(c1)CC(*)c1c3c(cc(*)c1-2)OC(*)C(*)C3,38,5,Ring,-----
*C1=COC(*)C2C1=CC(*)C2(*)*,38,5,Ring,-----
*c1cc2c(c(*)c1*)OC(*)(*)CC2,38,5,Ring,-----
*C1CCC2C(*)(*)CCCC2(*)C1(*)*,38,6,Ring,------
*C1CCC2(*)C(CCC3(*)C2CC=C2C4CC(*)(*)CCC4(*)C(*)C(*)C23*)C1(*)*,38,11,Ring,-----------
*N1CCC2COC(=*)N2c2ccccc2C1,38,2,Ring,-=
