smiles,occurrence,degree,type,bonds
*O,1177074,1,Sub,-
*C,998954,1,Sub,-
*=O,518727,1,Sub,=
*OC,251515,1,Sub,-
*O*,159939,2,Linker,--
*C1OC(*)C(*)C(*)C1*,150761,5,Ring,-----
*CO,143847,1,Sub,-
*c1ccc(*)cc1,95857,2,Ring,--
*c1ccccc1,93845,1,Ring,-
*OC(C)=O,75349,1,Sub,-
*c1ccc(*)c(*)c1,67840,3,Ring,---
*C*,59030,2,Linker,--
*C(=O)O,44554,1,Sub,-
*=C,37219,1,Sub,=
*Cl,33052,1,Sub,-
*OC(*)=O,29111,2,Linker,--
*C(C)C,28709,1,Sub,-
*c1cc(*)c(*)c(*)c1,26450,4,Ring,----
*C(=O)OC,23512,1,Sub,-
*CO*,23377,2,Linker,--
*NC(*)=O,22791,2,Linker,--
*C1COC(*)C(*)C1*,22624,4,Ring,----
*CC,22594,1,Sub,-
*N,22160,1,Sub,-
*c1ccccc1*,18771,2,Ring,--
*c1cccc(*)c1,18613,2,Ring,--
*Br,17550,1,Sub,-
*C(*)=O,15415,2,Linker,--
*CC*,13507,2,Linker,--
*C(C)=O,12904,1,Sub,-
*C=O,12893,1,Sub,-
*C1CC(*)C(*)C(*)O1,12676,4,Ring,----
*COC(C)=O,11578,1,Sub,-
*CC(C)C,9758,1,Sub,-
*C1CCCCC1,9305,1,Ring,-
*CC=C(C)C,9210,1,Sub,-
*C=*,8957,2,Linker,-=
*NC(C)=O,8735,1,Sub,-
*C=CC(=O)O*,8397,2,Linker,--
*C1OC(*)C(*)C1*,8353,4,Ring,----
*C(=C)C,7758,1,Sub,-
*[N+](=O)[O-],7707,1,Sub,-
*OC(=O)C(C)=CC,7502,1,Sub,-
*c1ccoc1,7349,1,Ring,-
*C=C,7089,1,Sub,-
*c1c[nH]c2ccccc12,6868,1,Ring,-
*c1cccnc1,6479,1,Ring,-
*c1ccc2c(c1)OCO2,6355,1,Ring,-
*c1cc(*)cc(*)c1,6331,3,Ring,---
*C(C)(C)O,6262,1,Sub,-
*C(C)O,6222,1,Sub,-
*C(C)CC,6200,1,Sub,-
*C1=C(*)C(=*)c2c(*)cc(*)cc2O1,6034,5,Ring,--=--
*CC(=O)O,5765,1,Sub,-
*OCC,5687,1,Sub,-
*C1CCCN1*,5581,2,Ring,--
*CNC(*)=O,5416,2,Linker,--
*N1CCN(*)CC1,5342,2,Ring,--
*COC(*)=O,5240,2,Linker,--
*CCC,5094,1,Sub,-
*C(=O)OCC,5007,1,Sub,-
*N(C)C,4970,1,Sub,-
*c1ccco1,4911,1,Ring,-
*C1CCCC1,4689,1,Ring,-
*c1cc(*)c(*)c(*)c1*,4590,5,Ring,-----
*CC(*)=O,4565,2,Linker,--
*c1cccc(*)c1*,4401,3,Ring,---
*C=C*,4383,2,Linker,--
*CCO,4353,1,Sub,-
*C1=CC(=*)OC1,4329,2,Ring,-=
*=CC,4325,1,Sub,=
*C=CC(=O)OC*,4317,2,Linker,--
*C1C2C=CC3(O2)C1C(=*)N(*)C3*,4242,4,Ring,-=--
*N*,4173,2,Linker,--
*C1CN2CCC1CC2*,4052,2,Ring,--
*COC,4025,1,Sub,-
*N1CCOCC1,3955,1,Ring,-
*C1CCC2(*)C(CCC3(*)C2CC=C2C4CC(*)(*)CCC4(*)CCC23*)C1(*)*,3880,9,Ring,---------
*C1CCN(*)CC1,3804,2,Ring,--
*c1cc(*)c(*)cc1*,3686,4,Ring,----
*CN*,3672,2,Linker,--
*c1cccs1,3654,1,Ring,-
*C#N,3490,1,Sub,-
*CCCCC,3445,1,Sub,-
*C1CC1,3394,1,Ring,-
*C=CC(*)=O,3354,2,Linker,--
*NC,3259,1,Sub,-
*CCC(=O)O,3246,1,Sub,-
*C1OC1(*)*,3215,3,Ring,---
*c1ccc2c(=*)c(=*)oc2c1,3215,3,Ring,-==
*c1ccc(*)c(*)c1*,3161,4,Ring,----
*OS(=O)(=O)O,3083,1,Sub,-
*c1ccccn1,3033,1,Ring,-
*CCO*,2920,2,Linker,--
*CC(=O)OC,2913,1,Sub,-
*N1CC2CC(C1)C1=CC=CC(=*)N1C2,2905,2,Ring,-=
*CC(=O)N*,2887,2,Linker,--
*C(*)C,2882,2,Linker,--
*CCCO,2879,1,Sub,-
*CCNC(*)=O,2832,2,Linker,--
*OC(=O)C(C)CC,2771,1,Sub,-
*=N,2751,1,Sub,=
*C1CCC2(*)C(=CCC3C2CCC2(*)C(*)CCC32)C1,2738,4,Ring,----
*C(N)=O,2671,1,Sub,-
*C1CCC(*)C(*)O1,2666,3,Ring,---
*C1=CC(=*)c2c(*)cc(*)cc2O1,2664,4,Ring,-=--
*CCCC,2596,1,Sub,-
*C1OCC(*)(*)C1*,2573,4,Ring,----
*[O-],2557,1,Sub,-
*c1noc(*)n1,2492,2,Ring,--
*CC(N)=O,2470,1,Sub,-
*c1csc(*)n1,2439,2,Ring,--
*OC(=O)C(C)C,2431,1,Sub,-
*CNC,2399,1,Sub,-
*S(*)(=O)=O,2388,2,Linker,--
*CCC(*)=O,2384,2,Linker,--
*c1ccncc1,2309,1,Ring,-
*C1COC2C(*)COC12,2282,2,Ring,--
*SC,2282,1,Sub,-
*C(C)(C)C,2278,1,Sub,-
*CC=C,2236,1,Sub,-
*c1ccnc(*)c1,2186,2,Ring,--
*C1CCC(*)O1,2122,2,Ring,--
*C1=CC(=*)Oc2cc(*)ccc21,2106,3,Ring,-=-
*c1cn(*)nn1,2094,2,Ring,--
*C1=CC(=*)c2c(cc(*)c(*)c2*)O1,2052,5,Ring,-=---
*C1=CC(*)OC1=*,2028,3,Ring,--=
*C1OC1*,2020,2,Ring,--
*C1=CC=C2C(=CC1=*)C(*)CCc1cc(*)c(*)c(*)c12,2007,6,Ring,-=----
*C1=COc2cc(*)ccc2C1=*,1963,3,Ring,--=
*C(*)O,1925,2,Linker,--
*c1cc(*)on1,1912,2,Ring,--
*C(C)CCCC(C)C,1877,1,Sub,-
*c1ccc(*)o1,1855,2,Ring,--
*C1CCC(*)(*)O1,1822,3,Ring,---
*C1=CC(=*)C(*)=C(*)O1,1803,4,Ring,-=--
*C1CCCN2CCCCC12,1791,1,Ring,-
*N1CCCCC1,1785,1,Ring,-
*C1CC(*)(*)OC(*)C1*,1780,5,Ring,-----
*c1c(*)c(*)c(*)c(*)c1*,1755,6,Ring,------
*c1cc(*)c2cc(*)c(*)[o+]c2c1,1744,4,Ring,----
*C1CC(*)N(*)C1,1741,3,Ring,---
*OC(=O)CC(C)C,1694,1,Sub,-
*C(*)CC(=O)OC,1693,2,Linker,--
*CNC(=O)C*,1681,2,Linker,--
*c1ncnc2c1ncn2*,1672,2,Ring,--
*c1cn(*)c2ccccc12,1659,2,Ring,--
*C1OC(*)(*)C(*)C1*,1648,5,Ring,-----
*OCC(*)=O,1645,2,Linker,--
*C1CCCC(*)C1*,1629,3,Ring,---
*C1COC(*)C1*,1615,3,Ring,---
*C1=CC(=*)c2c(*)cc(*)c(*)c2O1,1572,5,Ring,-=---
*C1CC(*)C(*)O1,1566,3,Ring,---
*C1CC(*)(*)C(*)C(*)O1,1565,5,Ring,-----
*C1C(*)C(*)C(*)C(*)C1*,1565,6,Ring,------
*C1C(=*)CCC2C(*)(*)CCCC12*,1556,5,Ring,-=---
*C1=C(*)c2ccc(*)c(*)c2OC1=*,1554,5,Ring,----=
*CCC=C(C)C,1540,1,Sub,-
*C1(*)CCCC1,1532,2,Ring,--
*c1ccc(*)nc1,1526,2,Ring,--
*OP(=O)(O)O,1526,1,Sub,-
*C1=C(*)c2ccc(*)cc2OC1=*,1519,4,Ring,---=
*C1=CC(=*)Oc2c1ccc(*)c2*,1467,4,Ring,-=--
*C1=CC=C2C3CC(CN(*)C3)CN2C1=*,1457,3,Ring,--=
*C1CCCCN1*,1452,2,Ring,--
*CCOC,1439,1,Sub,-
*=S,1430,1,Sub,=
*CCC(N)=O,1423,1,Sub,-
*C=C(C)C,1414,1,Sub,-
*C(C)(C)C=C,1394,1,Sub,-
*CC(C)=O,1393,1,Sub,-
*C1CCC(*)CC1,1380,2,Ring,--
*NC(=O)N*,1369,2,Linker,--
*N1CCCC1,1366,1,Ring,-
*CCC(C)C,1355,1,Sub,-
*C(O)CO,1330,1,Sub,-
*=C(C)C,1327,1,Sub,=
*CC(*)O,1315,2,Linker,--
*C1=C(*)C(=*)c2ccc(*)cc2O1,1305,4,Ring,--=-
*C1CCC(*)C(*)C1,1283,3,Ring,---
*C=CC,1273,1,Sub,-
*C(C)CCC=C(C)C,1271,1,Sub,-
*c1ccc2[nH]cc(*)c2c1,1267,2,Ring,--
*OC(=O)CCC,1255,1,Sub,-
*c1c2c(cc3c1C(*)N(*)CC3)OCO2,1243,3,Ring,---
*C12CCC(=*)C=C1CCC1C2CCC2(*)C1CCC2(*)*,1214,5,Ring,-=---
*c1ccc2c(=*)c(=*)oc2c1*,1210,4,Ring,-==-
*c1cc(*)c2c(c1)OC(*)CC2=*,1210,4,Ring,---=
*C1CCN(*)CC1*,1210,3,Ring,---
*OC(C)C,1203,1,Sub,-
*CCC*,1202,2,Linker,--
*c1ccnc(*)n1,1196,2,Ring,--
*I,1193,1,Sub,-
*C1=C(*)C(=*)c2c(*)cc(*)c(*)c2O1,1179,6,Ring,--=---
*OC(=O)CC,1164,1,Sub,-
*c1cc(*)n(*)n1,1162,3,Ring,---
*C1CCOC(*)(*)C1,1155,3,Ring,---
*c1ccc[nH]1,1139,1,Ring,-
*c1noc(*)c1*,1139,3,Ring,---
*c1ccc2oc(*)c(*)c2c1,1139,3,Ring,---
*CCCNC(=N)N,1136,1,Sub,-
*C1CC(*)C(*)C1*,1128,4,Ring,----
*C1CCC2C3CCC4=CC(=*)CCC4(*)C3CCC12*,1119,4,Ring,-=--
*c1cnc[nH]1,1116,1,Ring,-
*NC(=O)CO*,1109,2,Linker,--
*C1CCC2(*)CCC3(*)C(CCC4C5(*)CCC(*)C(*)(*)C5CCC43*)C12,1108,8,Ring,--------
*C1CCCO1,1097,1,Ring,-
*C1CCOCC1,1095,1,Ring,-
*CCC(=O)N*,1092,2,Linker,--
*C1CCC2(*)C(CCC3(*)C2CC=C2C4CC(*)(*)CCC4(*)C(*)CC23*)C1(*)*,1083,10,Ring,----------
*c1c[nH]cn1,1081,1,Ring,-
*C1CC2(*)C(CCC3(*)C2CC=C2C4CC(*)(*)CCC4(*)CCC23*)C(*)(*)C1*,1077,10,Ring,----------
*c1nnnn1*,1069,2,Ring,--
*NS(*)(=O)=O,1066,2,Linker,--
*OS(=O)(=O)[O-],1066,1,Sub,-
*C1(*)CCCCC1,1051,2,Ring,--
*c1cc2c(cc1*)C(*)N(*)CC2,1051,4,Ring,----
*c1c(*)c(=*)oc1=*,1041,4,Ring,--==
*C1=CC(*)C(*)CC1*,1038,4,Ring,----
*c1cc(*)c2c(c1)OC(*)C(*)C2=*,1030,5,Ring,----=
*CCCCCC,1022,1,Sub,-
*C1CCN(*)C1,1019,2,Ring,--
*CCC(C)CO*,1017,2,Linker,--
*C(*)(C)O,1016,2,Linker,--
*C1OC(*)(*)C(*)C(*)C1*,1014,6,Ring,------
*CCN,1008,1,Sub,-
*c1nnc(*)o1,1004,2,Ring,--
*c1ccc2ccccc2c1,988,1,Ring,-
*c1ccc2c(c1)OCCO2,987,1,Ring,-
*C1CCC2(*)C(CCC3C4CCC(*)C4(*)CCC32)C1,985,4,Ring,----
*CC=C(C)CCC=C(C)C,983,1,Sub,-
*C1=CC(=*)c2c(*)c(*)c(*)c(*)c2O1,976,6,Ring,-=----
*CCNC(=O)C*,976,2,Linker,--
*C(O)C(O)CO,970,1,Sub,-
*CN,966,1,Sub,-
*CCC(=O)OC,965,1,Sub,-
*C1CCC2(*)C3CCC4(*)C(*)CCC4(*)C3CCC2(*)C1,963,6,Ring,------
*COC(=O)CC(=O)O,963,1,Sub,-
*n1ccnc1,962,1,Ring,-
*C1=C(*)C(=*)c2c(cc(*)c(*)c2*)O1,958,6,Ring,--=---
*CNC*,955,2,Linker,--
*C#C,954,1,Sub,-
*C(C)C=CC(C)C(C)C,951,1,Sub,-
*NC(=O)O*,950,2,Linker,--
*c1cccc2ccccc12,948,1,Ring,-
*NCC(C)O,947,1,Sub,-
*N1C(=*)C2C3c4ccccc4C(*)(c4ccccc43)C2C1=*,941,4,Ring,-=-=
*S(C)(=O)=O,938,1,Sub,-
*c1cc[nH]c1,929,1,Ring,-
*C1=C(*)C(=*)OC(*)C1,922,4,Ring,--=-
*C1CCCCC1*,914,2,Ring,--
*C1NC(=*)N(*)C1=*,913,4,Ring,-=-=
*OC(CO)C(*)O,909,2,Linker,--
*C(C)CCC(CC)C(C)C,902,1,Sub,-
*CCCN,900,1,Sub,-
*C1CN(*)CCN1*,896,3,Ring,---
*c1ccoc1*,896,2,Ring,--
*CC=O,895,1,Sub,-
*C1c2[nH]c3ccccc3c2CC2C(=*)N(*)CC(=*)N21,891,4,Ring,-=-=
*CC(=O)O*,890,2,Linker,--
*c1ccc2c(c1)OC(=*)C=C2,889,2,Ring,-=
*C1CCC2(*)C1C(*)CC1C3(*)CCC(*)C(*)(*)C3CCC12*,887,8,Ring,--------
*OCC=C(C)C,882,1,Sub,-
*C1CC(*)C(*)C(*)C1*,878,5,Ring,-----
*C(=O)[O-],869,1,Sub,-
*C1=CC(=*)OC1*,857,3,Ring,-=-
*c1ccc(*)s1,853,2,Ring,--
*OC(=O)C(=C)C,850,1,Sub,-
*C1=CCCC2C1(*)CCC(*)C2(*)*,843,5,Ring,-----
*C1=COC(*)C(*)C1*,841,4,Ring,----
*OC(=O)C=C(C)C,833,1,Sub,-
*S(=O)(=O)O,832,1,Sub,-
*C(=O)C(C)C,829,1,Sub,-
*C1CCC(=*)N1*,823,3,Ring,-=-
*C1=CC(=*)Oc2cc(*)c(*)cc21,814,4,Ring,-=--
*CNC(=O)N*,811,2,Linker,--
*c1cc2c(cc1*)CN(*)CC2,796,3,Ring,---
*c1cnn(*)c1,793,2,Ring,--
*OC(*)(C)CCC=C(C)C,791,2,Linker,--
*CC(C)O,770,1,Sub,-
*C1COC(=*)C1*,765,3,Ring,-=-
*C1CC(*)(*)CC(*)C1*,764,5,Ring,-----
*OC(N)=O,762,1,Sub,-
*C1=C(*)C(*)(*)CC(*)C1,760,5,Ring,-----
*CCCOC,760,1,Sub,-
*C1=C(*)c2cc3c(*)coc3cc2OC1=*,754,4,Ring,---=
*C1C2COC(O2)C(*)C1*,751,3,Ring,---
*C1CCC23CC24CCC2(*)C(*)CCC2(*)C4CCC3C1(*)*,750,6,Ring,------
*C1CCC2(*)CCC(*)C(*)C2C1*,744,5,Ring,-----
*N=*,744,2,Linker,-=
*N1CCC(*)(*)CC1,739,3,Ring,---
*C(C)C(=O)O,739,1,Sub,-
*C1CCC2(*)CCC3(*)C(=CCC4C5(*)CCC(*)C(*)(*)C5CCC43*)C2C1*,737,9,Ring,---------
*C1CC(*)C(=*)O1,737,3,Ring,--=
*C1=COC(=*)C=C1,735,2,Ring,-=
*c1cc(*)c2c(c1*)OC(*)C(*)C2,734,5,Ring,-----
*C(C)CCC(=C)C(C)C,733,1,Sub,-
*c1cc(*)c2c(c1)C(*)C(*)O2,731,4,Ring,----
*CCC(C)=O,731,1,Sub,-
*c1nccs1,730,1,Ring,-
*CNS(*)(=O)=O,730,2,Linker,--
*C1CCC2(*)C(CCC3C2CCC2(*)C(*)CCC32*)C1,724,5,Ring,-----
*CCC(=O)NC*,724,2,Linker,--
*C=CC(=O)O,721,1,Sub,-
*CCNC,716,1,Sub,-
*c1cc(*)c2c(c1)OCO2,715,2,Ring,--
*C1=NC(=*)N(*)C=C1,700,3,Ring,-=-
*C1CC1*,695,2,Ring,--
*N=C(N)N,695,1,Sub,-
*C1=CC(*)C(*)C(*)C1,693,4,Ring,----
*C1=CC(*)=C(*)C(=*)O1,692,4,Ring,---=
*c1cc(*)nc(*)n1,691,3,Ring,---
*CS*,690,2,Linker,--
*C(C)C(C)C,690,1,Sub,-
*OO,689,1,Sub,-
*C(*)*,681,3,Linker,---
*C1=COc2cc(*)cc(*)c2C1=*,680,4,Ring,---=
*C(=O)CC,680,1,Sub,-
*C1OCC2C(*)OCC12,678,2,Ring,--
*C=N*,678,2,Linker,--
*C1C2C=CC3(CN(*)C(=*)C13)O2,674,3,Ring,--=
*C1CCC2(*)C(*)C(=*)CCC2C1(*)*,667,6,Ring,---=--
*C1=COC(*)C(=*)C1*,665,4,Ring,--=-
*C1NC(=*)c2ccccc2NC1=*,658,3,Ring,-==
*C1C2CCCCC2(*)CCN1*,654,3,Ring,---
*C1CC(=*)Oc2ccc3c(=*)c(=*)oc3c21,646,4,Ring,-===
*C(=O)CCC,645,1,Sub,-
*=NO,645,1,Sub,=
*c1cnccn1,643,1,Ring,-
*OCO,643,1,Sub,-
*c1cc(*)c(*)o1,641,3,Ring,---
*OCC(=C)C,638,1,Sub,-
*c1[nH]c2ccccc2c1*,637,2,Ring,--
*c1cc(*)c2c(c1)OC(*)C(*)C2,631,4,Ring,----
*C1=C2C3CC(CN(*)C3)CN2C(=*)C=C1,628,3,Ring,--=
*C1C(=*)OC2CC3(*)CCCC(=*)C3CC21,626,4,Ring,-=-=
*C1CCC1,625,1,Ring,-
*C1=CC(=*)Oc2cc(*)cc(*)c21,623,4,Ring,-=--
*c1cccc2c1ccn2*,621,2,Ring,--
*C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=C*,615,2,Linker,--
*CCCCN,615,1,Sub,-
*C=CC(C)=CC(C)C(C*)OC,611,2,Linker,--
*c1ccc2c(*)c[nH]c2c1,610,2,Ring,--
*CCCCCCC,610,1,Sub,-
*C1OC(*)C(*)C(*)(*)C1*,607,6,Ring,------
*C(C)CO,607,1,Sub,-
*CCl,605,1,Sub,-
*C1C(*)C2(*)C(*)CC3(*)C(=CCC4C5(*)CCC(*)C(*)(*)C5CCC43*)C2CC1(*)*,602,12,Ring,------------
*N=N*,600,2,Linker,--
*OCCO,598,1,Sub,-
*C1=C(*)c2c(*)cc(*)cc2OC1=*,594,5,Ring,----=
*c1cc(*)c2c(c1)OC(*)C(*)C2*,594,5,Ring,-----
*OCCC,590,1,Sub,-
*CN(C)C,590,1,Sub,-
*c1nc2c(s1)CC1(*)CCC(*)C(*)C1C2*,589,5,Ring,-----
*CCCCCCCC,588,1,Sub,-
*c1nc2c(n1*)C(=*)N(*)C(=*)N2*,587,6,Ring,--=-=-
*C1CC2(*)C(CC(*)C3C(*)CCC32*)C2(*)CCC(*)C(*)(*)C12,582,9,Ring,---------
*C1CCCN(*)C1,577,2,Ring,--
*c1nc2ccccc2n1*,577,2,Ring,--
*c1cccnc1*,573,2,Ring,--
*C(=O)NC(C)C,573,1,Sub,-
*=C(C)C=O,573,1,Sub,=
*OCCCC,572,1,Sub,-
*C1=CCC(*)CC1,571,2,Ring,--
*C(=C)C(=O)O,568,1,Sub,-
*c1nc2ccccc2s1,567,1,Ring,-
*c1nc2ccccc2[nH]1,566,1,Ring,-
*C1CC2C(=*)C=C3C(CCC4(*)C(*)CCC34*)C2(*)CC1*,561,7,Ring,-=-----
*C1=COc2c(ccc(*)c2*)C1=*,561,4,Ring,---=
*C(=C)CO,560,1,Sub,-
*C(C)(O)CCC=C(C)C,559,1,Sub,-
*C1OC(=*)C(*)C1*,558,4,Ring,-=--
*C(=O)C(*)C,558,2,Linker,--
*C(N)N,556,1,Sub,-
*c1nc2c(s1)CC1C(*)(*)C(*)CCC1(*)C2*,554,6,Ring,------
*C1(*)CCOC(*)(*)C1,550,4,Ring,----
*C1CC2CN(*)CC3(CN(*)C3)N2C1,550,3,Ring,---
*C(=O)CO,549,1,Sub,-
*c1cc(*)c2c(c1*)OC(*)CC2=*,548,5,Ring,----=
*C1(*)CCOCC1,547,2,Ring,--
*C1CC(*)C(*)OC1*,540,4,Ring,----
*S*,540,2,Linker,--
*NCC,540,1,Sub,-
*C(C)CCC(C)C(C)C,539,1,Sub,-
*c1cc2c([nH]c3ccccc32)c(*)n1,533,2,Ring,--
*c1nccn1*,532,2,Ring,--
*C1c2ccccc2-c2ccccc21,530,1,Ring,-
*c1nn(*)c(*)c1*,530,4,Ring,----
*C1CCC2(*)C3=C(CCC2C1(*)*)C1(*)CCC(*)C1(*)CC3,530,7,Ring,-------
*c1cc2c(cc1*)OCO2,527,2,Ring,--
*NC=O,527,1,Sub,-
*C(C)CCC(=O)O,525,1,Sub,-
*C1N2CC3(*)CN1CC(*)(C2)C3=*,522,4,Ring,---=
*CCNC*,521,2,Linker,--
*C1CC2(*)C(CCC2(*)*)C2CCC3=CC(=*)CCC3(*)C12,520,6,Ring,----=-
*C1OC(*)C(*)(*)C(*)C1*,519,6,Ring,------
*C1=Cc2ccc(*)cc2OC1=*,517,3,Ring,--=
*C(C)C=CC(CC)C(C)C,512,1,Sub,-
*C1=CC2OC(=*)C(=*)C2C(*)CC(*)=CCC1,509,5,Ring,-==--
*C1CC(*)OC(*)C1,508,3,Ring,---
*N1C=CC(=*)NC1=*,508,3,Ring,-==
*c1cc2c(c(*)c1*)-c1c(cc(*)c(*)c1*)C(=*)OC1C(COC2=*)OC(*)C(*)C1*,507,11,Ring,------==---
*C1=C(*)N(*)c2ccccc2C1=*,507,4,Ring,---=
*c1ccc2[nH]ccc2c1,505,1,Ring,-
*C(C)CCC=C(C)C(=O)O,504,1,Sub,-
*N1C(=*)Nc2ccccc2C1=*,503,3,Ring,-==
*C1c2[nH]c3ccccc3c2CC2C(=*)N(*)C(=*)N21,503,4,Ring,-=-=
*C1NC(=*)C(*)C(*)OC(=*)C(*)NC(=*)C(*)N(*)C(=*)C(*)N2C(=*)C(CCC2*)NC1=*,502,14,Ring,-=--=-=--=-=-=
*C1=Cc2ccccc2OC1=*,502,2,Ring,-=
*C=CCO,502,1,Sub,-
*C1CCNCC1*,500,2,Ring,--
*CCC(C)(O)C=C,500,1,Sub,-
*CCCC*,499,2,Linker,--
*C1CCC2(OC1)OC1CC3C4CCC5CC(*)CCC5(*)C4CCC3(*)C1C2*,497,5,Ring,-----
*CC=C(C)C=C,497,1,Sub,-
*C(C)N(C)C,497,1,Sub,-
*N1CCC2(CC1)OCCO2,494,1,Ring,-
*CCNC(=O)CC*,494,2,Linker,--
*C(=O)C(C)CC,494,1,Sub,-
*C1=CCOC1=*,490,2,Ring,-=
*C1=C(*)c2cc3c(*)coc3c(*)c2OC1=*,488,5,Ring,----=
*c1c[nH]c(*)c1,487,2,Ring,--
*OC(*)(C)C,487,2,Linker,--
*CC(*)C,486,2,Linker,--
*c1ccc2c(c1*)C(=*)OC2*,485,4,Ring,--=-
*c1ccc2c(c1*)OC(=*)C=C2,484,3,Ring,--=
*CNC(=O)CO*,484,2,Linker,--
*C1CC(=*)OC1*,483,3,Ring,-=-
*C1(*)CO1,481,2,Ring,--
*C1CC2(*)C3CC(*)C4C(*)(*)C(*)CCC45CC35CCC2(*)C1*,480,8,Ring,--------
*C1C(=*)OC2CC3(*)CCCC4(CO4)C3CC21,480,3,Ring,-=-
*COS(=O)(=O)O,480,1,Sub,-
*C1CCCC(*)C1,474,2,Ring,--
*OC(=O)CCCCCCCCCCCCCCC,473,1,Sub,-
*CC(NC(*)=O)C(N)=O,471,2,Linker,--
*C1=CC(=*)c2cc(*)ccc2O1,469,3,Ring,-=-
*C1=C(*)c2cc3c(*)c(*)oc3cc2OC1=*,469,5,Ring,----=
*C1CCC2(*)C(=CCC3(*)C2CC(*)C2(*)C(*)(*)CCC32*)C1,468,8,Ring,--------
*C1=CCC2C(*)(*)CCCC2(*)C1*,465,5,Ring,-----
*C1CO1,462,1,Ring,-
*NC(=O)COC,462,1,Sub,-
*COC(=O)C(C)=CC,462,1,Sub,-
*NS(C)(=O)=O,462,1,Sub,-
*C(=C)C(=O)OC,461,1,Sub,-
*C1OC=CC2C(*)C3OC3(*)C12,460,3,Ring,---
*=C(C)CO,460,1,Sub,=
*C1=C(*)C(*)(*)CCC1,458,4,Ring,----
*N1CCc2ccccc2C1,458,1,Ring,-
*c1cc2c(c(*)c1*)C(=*)CC(*)O2,457,5,Ring,---=-
*c1cc(*)c(*)[nH]1,457,3,Ring,---
*C1CCCNC1=*,453,2,Ring,-=
*C1=COc2cc(*)c(*)cc2C1=*,453,4,Ring,---=
*COP(=O)(O)O,453,1,Sub,-
*c1ccc2c(c1)C1c3ccccc3C2C2C(=*)N(*)C(=*)C12,452,4,Ring,-=-=
*OC(=O)CC(=O)O,452,1,Sub,-
*c1cc(*)c2c(c1)OC(*)C2*,451,4,Ring,----
*C(=O)OC(C)(C)C,449,1,Sub,-
*C1C=CC(*)C(*)C1,447,3,Ring,---
*c1c(*)c(=*)c(*)cc1=*,445,5,Ring,--=-=
*C1CCC2(OC1)OC1CC3C4CC=C5CC(*)CCC5(*)C4CCC3(*)C1C2*,445,5,Ring,-----
*C1C(*)(*)CCC2C(*)(*)CCCC12*,445,6,Ring,------
*CC(NC(*)=O)C(=O)O,445,2,Linker,--
*c1cccn1*,441,2,Ring,--
*C(=O)CC(C)C,440,1,Sub,-
*CC=*,439,2,Linker,-=
*C1=C(*)C(*)N(*)C1=*,438,5,Ring,----=
*C1=COc2c(c(*)cc3c2C(*)CC(=*)O3)C1=*,437,5,Ring,---==
*C1CCC2(*)C(CCC3(*)C2C(=*)C=C2C4CC(*)(*)CCC4(*)CCC23*)C1(*)*,435,10,Ring,---=------
*OCC(*)O,435,2,Linker,--
*NC(=N)NC,433,1,Sub,-
*c1c[nH]c(*)n1,432,2,Ring,--
*C1CC2(*)C(CCC3(*)C2CC=C2C4CC(*)(*)CCC4(*)C(*)CC23*)C(*)(*)C1*,432,11,Ring,-----------
*CCCN=C(N)N,432,1,Sub,-
*C1=C(*)C(*)OC1=*,430,4,Ring,---=
*C(C)CC(*)O,430,2,Linker,--
*C1CC2C(=*)NCC(*)N2C1,429,3,Ring,-=-
*CCC(=O)OCC,425,1,Sub,-
*c1cc2c(cc1*)OC(=*)C=C2,422,3,Ring,--=
*c1c(*)c(*)c2c(c1*)OC1=CC(=*)C(=*)C(=*)C12*,421,8,Ring,----===-
*OS(*)(=O)=O,420,2,Linker,--
*c1c2c(cc3c1C(*)CC(=*)O3)C=CCCCC(=*)CCCC(*)OC2=*,418,6,Ring,--==-=
*C1CCC2(*)C1CCC1C3(*)CCC(*)C(*)(*)C3CCC12*,418,7,Ring,-------
*CCC(C)=CCO,417,1,Sub,-
*C(C)=CC,417,1,Sub,-
*CCC(=O)O*,416,2,Linker,--
*COC(=O)C*,416,2,Linker,--
*CCN(C)C,416,1,Sub,-
*C1CCNCC1,415,1,Ring,-
*c1nc(*)c(*)[nH]1,413,3,Ring,---
*CC(N)C(=O)O,413,1,Sub,-
*N1CCc2c([nH]c3ccccc23)C1,412,1,Ring,-
*OCC(C)C,412,1,Sub,-
*NC(=O)NC(C)C,412,1,Sub,-
*C=CC(O)CCCCC,410,1,Sub,-
*C1NC2(C(=*)Nc3ccccc32)C2C(=*)N(*)C(=*)C12,408,5,Ring,-==-=
*C1=C(*)C2(Oc3c(*)c(*)cc(*)c3C2=*)C(*)CC1=*,408,8,Ring,-----=-=
*c1cc2ccccc2o1,408,1,Ring,-
*C1CCC2(*)C(CCC3(*)C2CC=C2C4CC(*)(*)CC(*)C4(*)CCC23*)C1(*)*,407,10,Ring,----------
*C1CCC[N+]2(*)CCCCC12,406,2,Ring,--
*C(C)OC(C)=O,406,1,Sub,-
*C1=C(*)C2(CCN(*)CC2)OC1=*,405,4,Ring,---=
*=CC=*,400,2,Linker,==
*C1N2C(=*)c3ccccc3C2SC1(*)*,398,4,Ring,-=--
*C=CC(=O)N*,397,2,Linker,--
*CCSC,397,1,Sub,-
*OCC(=O)OC,395,1,Sub,-
