smiles,occurrence,degree,type,bonds
*CSCCC(N)C(=O)O,117,1,Sub,-
*NC(=O)C(N)C(C)C,117,1,Sub,-
*C(C)C(N)=O,117,1,Sub,-
*c1ccc2noc(*)c2c1,116,2,Ring,--
*C1=CC(=*)N2C(*)=CSC2=N1,116,3,Ring,-=-
*C1=NC(=*)c2ccccc2N1*,116,3,Ring,-=-
*C1=CC(*)C(*)C1*,116,4,Ring,----
*c1ccc2c(c1)C1CN(*)CCC1N2*,116,3,Ring,---
*N1CCC2=Cc3c(cnn3*)CC2(*)C1,116,3,Ring,---
*c1nc2c(*)c(*)c(*)c(*)c2[nH]1,116,5,Ring,-----
*c1cc2ncc3nc(*)n(*)c3c2cc1*,116,4,Ring,----
*c1ccc2c(c1)S(=*)(=*)c1cccc(*)c1C2=*,116,5,Ring,-==-=
*N1CC(=*)C(=*)C1=*,116,4,Ring,-===
*c1ccc2nnnn2n1,116,1,Ring,-
*c1cccc2nc3ccccc3c(*)c12,116,2,Ring,--
*c1cc(*)c2c(c1)C(*)(*)CO2,116,4,Ring,----
*C1COc2ncccc2O1,116,1,Ring,-
*c1cn2c(n1)C(*)N(*)CC2,116,3,Ring,---
*c1oc2c(*)nccc2c1*,116,3,Ring,---
*C1=Nc2ccsc2C(=*)N1,116,2,Ring,-=
*N1CCc2c(sc3c2C(=*)N(*)C=N3)C1,116,3,Ring,-=-
*N(*)C(=O)C(=O)O,116,2,Linker,--
*C(C)C(*)O,116,2,Linker,--
*CCCOC*,116,2,Linker,--
*SCCC(*)=O,116,2,Linker,--
*NCC(*)C,116,2,Linker,--
*CNCC(O)C*,116,2,Linker,--
*C(CC)C(N)=O,116,1,Sub,-
*NC#N,116,1,Sub,-
*CC(=O)NCCC(C)C,116,1,Sub,-
*C(O)C(C)C,116,1,Sub,-
*OCCCCN(C)C,116,1,Sub,-
*OC(=O)NCCCC,116,1,Sub,-
*NC(=O)C=C(C)C,116,1,Sub,-
*C(C)C(F)(F)F,116,1,Sub,-
*c1cc(*)c2ccn(*)c2c1,115,3,Ring,---
*c1cc(*)c2ncccc2c1*,115,3,Ring,---
*c1ccc2c(c1)C1CC2CCN1*,115,2,Ring,--
*c1cc2ncc(*)c(*)n2n1,115,3,Ring,---
*C1CC(=*)C(=*)C(*)C1*,115,5,Ring,-==--
*c1ccc2c(c1)OC(*)C(*)C2=*,115,4,Ring,---=
*C1=CC(*)(*)Nc2ccc(*)cc21,115,4,Ring,----
*N1CCCC2(C1)CN(*)CCO2,115,2,Ring,--
*C1=CC(=*)Nc2c(*)cccc21,115,3,Ring,-=-
*C1=C(*)C(*)c2c(*)nn(*)c2O1,115,5,Ring,-----
*c1cccc2c1CC(*)CO2,115,2,Ring,--
*c1cccc2c(=*)c(=*)oc12,115,3,Ring,-==
*c1cc(*)n2c(*)nnc2n1,115,3,Ring,---
*c1cc(*)c2c(c1*)OC(*)C(*)C2,115,5,Ring,-----
*C1C=CC(=*)C(*)O1,115,3,Ring,-=-
*c1ccc2c(c1)CCCO2,115,1,Ring,-
*C1=C(*)OC(=*)O1,115,3,Ring,--=
*c1ccnc2c1c(*)cn2*,115,3,Ring,---
*c1n[nH]c2c1CCC2,115,1,Ring,-
*CCCC(*)O,115,2,Linker,--
*CNC(=O)C(C)S*,115,2,Linker,--
*CNC(=O)C(C*)NC(=O)C(C*)NC(*)=O,115,4,Linker,----
*CC(*)CO,115,2,Linker,--
*CC=CC(*)=O,115,2,Linker,--
*NC(=O)CSCC(=O)N*,115,2,Linker,--
*NC(=O)C(*)N(*)C(=O)CNC(*)=O,115,4,Linker,----
*CN(C)CC(*)=O,115,2,Linker,--
*NC(=O)N(CC)CC,115,1,Sub,-
*NC(CO)CO,115,1,Sub,-
*N(C)CCCC,115,1,Sub,-
*C(=O)NC(CO)C(=O)O,115,1,Sub,-
*C(=O)C(CC)CC,115,1,Sub,-
*C(C)=NNC(N)=O,115,1,Sub,-
*=NC(C)=O,115,1,Sub,=
*C1=Cc2cc(*)c(*)c(*)c2OC1=*,114,5,Ring,----=
*c1ccc2c(*)cccc2c1*,114,3,Ring,---
*=c1ccc(=*)cc1,114,2,Ring,==
*c1nc2c(*)ncnc2s1,114,2,Ring,--
*c1cc(*)c2nonc2c1*,114,3,Ring,---
*c1ccc2c(c1)C1C(CCN1*)C(*)N2*,114,4,Ring,----
*c1nc2c(*)cncc2[nH]1,114,2,Ring,--
*C1=CC2Cc3nc4cc(*)ccc4c(*)c3C(C1)C2,114,3,Ring,---
*C1CC2CCC3C4CCC(*)C4(*)CCC3C2(*)CC1*,114,5,Ring,-----
*N1CCOC2CN(*)CC2C1,114,2,Ring,--
*c1ccc2c(c1)C(=*)N1CCCCCC1=N2,114,2,Ring,-=
*C1C2CCC(CC2)C1*,114,2,Ring,--
*C1C=CC(=*)OC1*,114,3,Ring,-=-
*C1C(*)C2OCCC12,114,2,Ring,--
*N1CCC2(*)c3ccccc3N(*)C12,114,3,Ring,---
*N1CCN2CCCCC2C1,114,1,Ring,-
*C1=Nc2cc(*)cc(*)c2C(=*)N1,114,4,Ring,---=
*C1=NCC(*)CN1,114,2,Ring,--
*c1cc(*)c2c(c1)CCC(*)(*)O2,114,4,Ring,----
*C1=CC(=*)C(*)=NN1*,114,4,Ring,-=--
*c1ccc2c(c1)cc(*)c1nnnn12,114,2,Ring,--
*c1cc2ccc(*)c(*)c2nc1*,114,4,Ring,----
*N=C(*)N*,114,3,Linker,---
*N(S(*)(=O)=O)S(*)(=O)=O,114,3,Linker,---
*CN(C(*)=O)C(*)C(=O)N*,114,4,Linker,----
*CN(CCO)CCO,114,1,Sub,-
*OC(C)(C)C(=O)OCC,114,1,Sub,-
*C(C)(O)CO,114,1,Sub,-
*OCC(O)CN(C)C,114,1,Sub,-
*c1ccc2cccnc2n1,113,1,Ring,-
*C1=CCC2C(*)(*)CCCC2(*)C1*,113,5,Ring,-----
*C1(*)C2CC3CC(C2)CC1C3,113,2,Ring,--
*C1=CC(*)=C2C(*)=C(*)C(*)=CN2C1=*,113,6,Ring,-----=
*C1=CCCC2(*)OC2C2OC(=*)C(*)C2CC1,113,4,Ring,--=-
*c1ccc2c(c1*)-c1ccsc1C(=*)N2,113,3,Ring,--=
*N1C(=*)CCCC1=*,113,3,Ring,-==
*c1cc(=*)c2c(c(*)c(*)n2*)c1=*,113,6,Ring,-=---=
*C1COC(=*)C(*)CC=CCC(*)C(=*)N1,113,5,Ring,-=--=
*C1CC2COCC(C1)N2*,113,2,Ring,--
*N1CC1(*)*,113,3,Ring,---
*C1=NNC(=*)C1*,113,3,Ring,-=-
*c1n[nH]c2c1C(*)(*)CC(=*)N2,113,4,Ring,---=
*c1nc(*)c2c(n1)CCSC2,113,2,Ring,--
*N1CC2CC1C2,113,1,Ring,-
*N1CCc2c(sc3c2C(=*)N(*)C(=*)N3*)C1,113,5,Ring,-=-=-
*C1=NN(*)C(=*)c2c1c1ccccc1n2*,113,4,Ring,--=-
*CNC(=S)NC(*)=O,113,2,Linker,--
*OC(=O)N(*)CC,113,2,Linker,--
*NC(=O)NN=C(*)C,113,2,Linker,--
*OCC(=O)NC(C)(C)C,113,1,Sub,-
*CN(C)C(C)=O,113,1,Sub,-
*SCC(=O)NN,113,1,Sub,-
*CS(=O)(=O)O,113,1,Sub,-
*C1=CC(*)N(*)C1*,112,4,Ring,----
*C1=CN2CCC1CC2,112,1,Ring,-
*C1C(=*)N(*)C1(*)*,112,5,Ring,-=---
*C1OCCN(*)C1*,112,3,Ring,---
*C1=CNC(=*)C(*)=C1*,112,4,Ring,-=--
*C1CC(*)C(*)S1,112,3,Ring,---
*c1sc(=*)c(=*)c1*,112,4,Ring,-==-
*c1ccc2c(c1)OCC(*)O2,112,2,Ring,--
*C1=NN(*)C(=*)c2c1sc1ccccc21,112,3,Ring,--=
*c1cc2c(=*)c3ccccc3c(=*)c2c(*)c1*,112,5,Ring,-==--
*=C1CCOC1=*,112,2,Ring,==
*c1cc(*)c2c(*)cc(*)nc2c1,112,4,Ring,----
*c1ccc(*)c2c(=*)c3c(*)ccc(*)c3c(=*)c12,112,6,Ring,--=--=
*c1ccc2c(c1)COC2,112,1,Ring,-
*CC=CCNC(*)=O,112,2,Linker,--
*C=CC(=O)OCC(=O)NC*,112,2,Linker,--
*C=CCS*,112,2,Linker,--
*COCC(*)NC(=O)C(C)(C)N,112,2,Linker,--
*CCC(=O)OCC(*)=O,112,2,Linker,--
*C(=O)NCCCCCC(=O)NO,112,1,Sub,-
*NC(=O)CCC(F)(F)F,112,1,Sub,-
*C(CC(=O)O)C(=O)O,112,1,Sub,-
*=NNC(N)=O,112,1,Sub,=
*c1nc(*)c2sc(*)c(*)c2n1,111,4,Ring,----
*c1cc2c(nc1*)C=CN(*)C2=*,111,4,Ring,---=
*c1sc2nccc(*)c2c1*,111,3,Ring,---
*N1C(=*)c2oc3ccccc3c2N(*)C1=*,111,4,Ring,-=-=
*c1ccc2c(c1)no[n+]2*,111,2,Ring,--
*N1C(=*)N(*)C(=*)N(*)C1=*,111,6,Ring,-=-=-=
*C1=C(*)C2N(*)c3ccccc3C23CC(*)N(*)C3=N1,111,5,Ring,-----
*C1NC(=*)c2ccccc2N1,111,2,Ring,-=
*C1=C(*)c2cc3c(*)coc3cc2OC1=*,111,4,Ring,---=
*c1ccn2nc(*)cc2n1,111,2,Ring,--
*c1c2c(nc3ccccc13)CCC2,111,1,Ring,-
*c1nc2c(s1)C(=*)N(*)C=N2,111,3,Ring,-=-
*C1C2CC3CCC1N3CC2=*,111,2,Ring,-=
*NC(=O)NN=*,111,2,Linker,-=
*C=NOC(*)=O,111,2,Linker,--
*CC(NC(*)=O)C(O)C(=O)N*,111,3,Linker,---
*C(*)C(=O)NC(C)(C)C,111,2,Linker,--
*OC(=O)CCC(=O)O*,111,2,Linker,--
*NC(*)(C)C,111,2,Linker,--
*NCCCCCCNC(*)=O,111,2,Linker,--
*CNC(=O)N(*)C*,111,3,Linker,---
*C#CCN(C)C,111,1,Sub,-
*C(C)=NOC,111,1,Sub,-
*S(=O)(=O)NCCCC,111,1,Sub,-
*OCC(C)(C)C,111,1,Sub,-
*C1=CC2=C(CC(*)(*)CC2=*)N(*)C1=*,110,6,Ring,---=-=
*C1CC(*)(*)C(=*)N1*,110,5,Ring,---=-
*c1ncnc2ccn(*)c12,110,2,Ring,--
*c1ccc2c(c1)C1(CC1*)C(=*)N2,110,3,Ring,--=
*c1sc2c(c1*)CCOC2,110,2,Ring,--
*C1CCSC1=*,110,2,Ring,-=
*C1=Cc2ccc(*)cc2NC1=*,110,3,Ring,--=
*N1CCN(*)C2(CCC(=*)N(*)CC2)C1,110,4,Ring,--=-
*C1=NOC(=*)N1*,110,3,Ring,-=-
*c1cc2c(nn1)CCN(*)C2,110,2,Ring,--
*c1nc2ccccc2n2cccc12,110,1,Ring,-
*C1c2c(c3ccccc3c(=*)c2=*)OC1(*)*,110,5,Ring,-==--
*c1ccc2c(*)cn(*)c2n1,110,3,Ring,---
*C1=CN(*)c2cc3c(cc2C1=*)OCO3,110,3,Ring,--=
*N1N=Cc2ccccc2C1=*,110,2,Ring,-=
*C1C2CC2CN1*,110,2,Ring,--
*C(=O)NC(CCCNC(=N)N)C(*)=O,110,2,Linker,--
*CCCCNC*,110,2,Linker,--
*COP(=O)(O)OP(=O)(O)O*,110,2,Linker,--
*NC(=O)C(*)OC(*)=O,110,3,Linker,---
*C(=O)NCCC(*)*,110,3,Linker,---
*C(*)C(=O)NS(*)(=O)=O,110,3,Linker,---
*NC(=O)C(*)S*,110,3,Linker,---
*CNC(=O)OC,110,1,Sub,-
*SC(C)(C)C(=O)O,110,1,Sub,-
*CCN(CCC)CCC,110,1,Sub,-
*NC(=O)CCOC,110,1,Sub,-
*COC(=O)C(C)=CC,110,1,Sub,-
*c1cc(=*)c(=*)o1,109,3,Ring,-==
*C1=COC(*)C2C(*)=CCC12,109,3,Ring,---
*C1=CN(*)C(=*)c2c1c1ccccc1n2*,109,4,Ring,--=-
*n1c[n+](*)cn1,109,2,Ring,--
*c1cc2c(cc1*)-c1cc3ccc(*)c(*)c3c[n+]1CC2,109,4,Ring,----
*C1CCc2ncnn2C1,109,1,Ring,-
*N1CC2CC1(*)C2,109,2,Ring,--
*c1ccc2c(c1)CCCC2=*,109,2,Ring,-=
*C1=C(*)C(=*)c2cccc(*)c2O1,109,4,Ring,--=-
*c1nc2n(n1)CCCC2*,109,2,Ring,--
*C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3,109,1,Ring,-
*c1ccc2c(c1)CCc1cccnc1C2*,109,2,Ring,--
*c1[nH]c2c(c1*)C(=*)CCC2,109,3,Ring,--=
*C1(*)C=CC(=*)C=C1,109,3,Ring,--=
*C1=Nc2ccccc2C1=*,109,2,Ring,-=
*C1CC(*)C(*)CC1*,109,4,Ring,----
*C1=NN(*)C2=NC(=*)N(*)C(=*)C2=N1,109,5,Ring,--=-=
*c1ccc2c(c1)oc1ccccc12,109,1,Ring,-
*C1OCCCO1,109,1,Ring,-
*C1N2CC3(*)CN1CC(*)(C2)C3=*,109,4,Ring,---=
*c1cc(*)c2nc(*)c(*)cc2c1,109,4,Ring,----
*c1cc2c(*)cn(*)c2cc1*,109,4,Ring,----
*C1=CC(=*)C(*)=C(*)C=C1,109,4,Ring,-=--
*C1(*)CCC2(*)C(CCC3C4CCC(=*)C4(*)CCC32)C1,109,5,Ring,---=-
*c1cc2c3nnc(*)n3ccn2n1,109,2,Ring,--
*C1CC(=*)Nc2c1cnn2*,109,3,Ring,-=-
*COC(=O)N(*)*,109,3,Linker,---
*C=CC(=O)NCCC*,109,2,Linker,--
*CC#CCO*,109,2,Linker,--
*CN(C=O)C(*)C(=O)NC(C)(C)C,109,2,Linker,--
*CCN(*)*,109,3,Linker,---
*CC(C)C(C)C*,109,2,Linker,--
*C(=O)CBr,109,1,Sub,-
*CC(C)(F)F,109,1,Sub,-
*OCC[18F],109,1,Sub,-
*NC(=O)NCCCCC,109,1,Sub,-
*=CCO,109,1,Sub,=
*C(=O)NCNC(=O)C(CCCCC)CN(O)C=O,109,1,Sub,-
*S(=O)(=O)NCC(C)C,109,1,Sub,-
*OCCCC(=O)NO,109,1,Sub,-
*OCCNC,109,1,Sub,-
*NC(=O)C(C#N)=C(C)O,109,1,Sub,-
*OC(=O)CCCCCCCCCCCCC,109,1,Sub,-
*CN(O)C(N)=O,109,1,Sub,-
*c1ncc2ccc(*)n2n1,108,2,Ring,--
*N1CCC2=C(C1)C(=*)N(*)C(=*)N2*,108,5,Ring,-=-=-
*c1cc2c(cc(*)n2*)s1,108,3,Ring,---
*c1cc(*)c2nc(*)cn2c1,108,3,Ring,---
*N1CCC(=*)C1,108,2,Ring,-=
*c1ccc(*)c2c(*)c3ccccc3nc12,108,3,Ring,---
*c1ncc2c(n1)N(*)C(=*)N2*,108,4,Ring,--=-
*c1nc(*)c2c(*)c(*)n(*)c2n1,108,5,Ring,-----
*c1ccc2cc(*)c(*)c(*)c2c1,108,4,Ring,----
*c1ccc2c(c1)C(=*)C(=*)C2,108,3,Ring,-==
*c1cccc2c1C=CC(=*)N2*,108,3,Ring,-=-
*c1cccc2[nH]c(=*)c(=*)c12,108,3,Ring,-==
*c1cc2c(*)ncnc2c(*)c1*,108,4,Ring,----
*c1cn2ccnc(*)c2n1,108,2,Ring,--
*c1cc2c(cc1*)C(=*)N1CCC(=*)C1=N2,108,4,Ring,--==
*CC(=O)NCCO*,108,2,Linker,--
*C(=O)NCCCCCCNC(*)=O,108,2,Linker,--
*OCC(O)CO*,108,2,Linker,--
*C=C(NC(*)=O)C(=O)NCCC*,108,3,Linker,---
*CC(CC(C)C(=O)O)NC(*)=O,108,2,Linker,--
*CC(=O)OC(C)C(=O)N*,108,2,Linker,--
*NCCCNC(=S)NCCC(=O)O,108,1,Sub,-
*C(C)CCC(O)C(C)(C)O,108,1,Sub,-
*C=C(C)CCC=C(C)C,108,1,Sub,-
*C(=NOC)C(=O)OC,108,1,Sub,-
*NC(=O)C(=C)C,108,1,Sub,-
*CCCC(=O)NO,108,1,Sub,-
*NC(C)=N,108,1,Sub,-
*OC(=O)CN,108,1,Sub,-
*C(C)OCC,108,1,Sub,-
*NC(=O)CCCCCCC,108,1,Sub,-
*C(=O)C(NC(=O)C(C)NC)C(C)C,108,1,Sub,-
*N1CC2OC(=*)N(*)C2C1,107,3,Ring,-=-
*C1CCCC(*)O1,107,2,Ring,--
*c1ccc2c(c1)nc(*)c1ccncc12,107,2,Ring,--
*C1=NC2=C(SC(*)C2)C(=*)N1*,107,4,Ring,--=-
*c1cc2c(cc1*)CCC2,107,2,Ring,--
*c1ccc2c(c1)C(*)(*)c1[nH]c3cc(*)ccc3c1C2=*,107,5,Ring,----=
*c1ccc2[nH]c3ncnc(*)c3c2c1,107,2,Ring,--
*c1ccc2c(c1)CCc1cc(*)cnc1C2*,107,3,Ring,---
*c1nc2ccccc2n2nnnc12,107,1,Ring,-
*C1OC2COP(*)(=*)OC3C(*)OC(COP(*)(=*)OC2C1*)C3*,107,8,Ring,--=--=--
*C1=C(*)C(=*)C=CO1,107,3,Ring,--=
*C1=C(*)N(*)c2ccc(*)cc2C1=*,107,5,Ring,----=
*c1nc(*)n2ccnc2c1*,107,3,Ring,---
*c1c(*)c2n(c1*)CCN(*)C2,107,4,Ring,----
*C1=Nc2[nH]c(*)cc2C(=*)N1,107,3,Ring,--=
*c1cc(*)c2c(n1)N(*)C(=*)N(*)C2=*,107,6,Ring,---=-=
*COS(*)(=O)=O,107,2,Linker,--
*C(=O)C(*)CCCCN,107,2,Linker,--
*CC(C)(C)NCC(O)CO*,107,2,Linker,--
*CCN(C)S(*)(=O)=O,107,2,Linker,--
*NC(*)C(N)=O,107,2,Linker,--
*COC(=O)C(*)C,107,2,Linker,--
*C(*)C(=O)NC,107,2,Linker,--
*CC(C)NC(=O)N*,107,2,Linker,--
*C=NN(*)C,107,2,Linker,--
*COC(=O)NC(C*)C(=O)N*,107,3,Linker,---
*C(=O)COCC,107,1,Sub,-
*C(=O)CCCCCCC,107,1,Sub,-
*C(C)(O)CCCC(C)(C)O,107,1,Sub,-
*OCC(C)=O,107,1,Sub,-
*NCC(N)=O,107,1,Sub,-
*C=NN=C(N)N,107,1,Sub,-
*OCCCS(C)(=O)=O,107,1,Sub,-
*CC(OC)OC,107,1,Sub,-
*SCC(C)=O,107,1,Sub,-
*N1C(=*)CC(=*)C1=*,106,4,Ring,-===
*c1cc2c(cn1)OCCO2,106,1,Ring,-
*c1n[n+](*)c(*)s1,106,3,Ring,---
*c1cccc2c1CCC2,106,1,Ring,-
*C1=CC2C3Cc4ccc(*)c(*)c4C2(CCN3*)CC1=*,106,5,Ring,----=
*c1cn2ccccc2c1*,106,2,Ring,--
*N1CC2CCC(CC2)C1,106,1,Ring,-
*C1CN(*)C(*)C(=*)N1,106,4,Ring,---=
*C1=CN2C(=*)N(*)N=C2C=C1,106,3,Ring,-=-
*c1ccc2c(c1)OCCn1cc(*)nc1-2,106,2,Ring,--
*=C1CN2CCC1C2,106,1,Ring,=
*N1CCOC2CCCCC21,106,1,Ring,-
*c1ccc2c(c1)CCc1nnc(*)n1-2,106,2,Ring,--
*C1=CC(*)(*)N(*)C1(*)*,106,6,Ring,------
*OCC(=O)NN=C(*)C,106,2,Linker,--
*CNC(=O)C(C)NC(*)=O,106,2,Linker,--
*NC(=O)C=CC(*)=O,106,2,Linker,--
*CC(NC(*)=O)C(=O)OCC,106,2,Linker,--
*C(=O)N(*)S(*)(=O)=O,106,3,Linker,---
*OC(*)(C)C,106,2,Linker,--
*C=C(S*)C(*)=O,106,3,Linker,---
*C(=O)N(C)CCO,106,1,Sub,-
*CCCB(O)O,106,1,Sub,-
*C(=O)C=C(O)C(=O)OCC,106,1,Sub,-
*NC(=O)NCCN(C)C,106,1,Sub,-
*c1cc(*)c2nccn2n1,105,2,Ring,--
*C1=Nc2cncnc2N(*)C1=*,105,3,Ring,--=
*N1CCN(*)c2ncccc2C1,105,2,Ring,--
*c1ccc2c(*)c3cccc(*)c3nc2c1,105,3,Ring,---
*c1cccc2c1OCC2,105,1,Ring,-
*C1CC2(*)C3CC4C5(*)CCC(*)C4(C3N(*)C5)C3CC1C(*)C32*,105,7,Ring,-------
*C1=Nc2sc3c(c2C(=*)N1*)CCC3,105,3,Ring,-=-
*N1C(=*)N(*)C(=*)C(*)(*)C1=*,105,7,Ring,-=-=--=
*C1=Nc2c(sc3ccccc23)C(=*)N1*,105,3,Ring,-=-
*c1ccc2nsnc2c1*,105,2,Ring,--
*C1=C(*)C(*)C2=C(O1)c1ccccc1OC2=*,105,4,Ring,---=
*c1nc(*)c2c(n1)N(*)C(=*)S2,105,4,Ring,---=
*c1cc2c([nH]1)C(*)NC2=*,105,3,Ring,--=
*c1cccc2c1CCN(*)C2*,105,3,Ring,---
*c1ccc2c(=*)c(=*)n(*)c2c1,105,4,Ring,-==-
*c1ccc2c(c1)CC(*)C1C2CCC2(*)C(*)CCC12,105,4,Ring,----
*c1ccc2c(c1)N(*)C(=*)CC2,105,3,Ring,--=
*c1ccc2c(c1)C(=*)CC1C(*)(*)CCCC21*,105,5,Ring,-=---
*C1CC(=*)CC(*)C1=*,105,4,Ring,-=-=
*c1nc2ccccc2c2ccccc12,105,1,Ring,-
*N1C(=*)NC2(CCc3ccccc32)C1=*,105,3,Ring,-==
*C1CCCC2(*)C(*)CCC12,105,3,Ring,---
*c1cc[n+](*)c(*)c1*,105,4,Ring,----
*CCCCNC(=O)C*,105,2,Linker,--
*CC(=O)NC(=S)N*,105,2,Linker,--
*CN(*)CCO,105,2,Linker,--
*C=NNC*,105,2,Linker,--
*C=C(C(*)=O)S(=O)(=O)C*,105,3,Linker,---
*CNC(=O)C(*)CC,105,2,Linker,--
*C(C)(C)OC,105,1,Sub,-
*CNCCCN(C)C,105,1,Sub,-
*C=CC(C)=CC(=O)O,105,1,Sub,-
*COCCC,105,1,Sub,-
*C(C)=CC,105,1,Sub,-
*NOC,105,1,Sub,-
*SCC(=O)NC,105,1,Sub,-
*NCCNC(=N)N,105,1,Sub,-
*CNC(C)CCCCC,105,1,Sub,-
*C(=O)CCCCCCCCCCCCCCCCC,105,1,Sub,-
*C#CCCC,105,1,Sub,-
*NC(=O)CNC,105,1,Sub,-
*c1c2c(c(*)c3occc13)OC(=*)C=C2,104,3,Ring,--=
*c1nc(*)c2c(n1)n(*)c[n+]2*,104,4,Ring,----
*C1CCC2C3CC4OC45C(*)C=CC(=*)C5(*)C3CCC12*,104,5,Ring,--=--
*C1=CC(=*)N2CCC(*)N(*)C2=N1,104,4,Ring,-=--
*c1ccc2c(=*)cc(*)c(=*)c2n1,104,4,Ring,-=-=
*c1coc(*)c1*,104,3,Ring,---
*c1cn2c(n1)CCCC2,104,1,Ring,-
*N1CCC2(*)CC2C1,104,2,Ring,--
*C1CC12CCN(*)C2,104,2,Ring,--
*C1=C(*)N2C(=*)C(*)CN2C1,104,4,Ring,--=-
*C1=C(*)C(*)N(*)C(*)C1,104,5,Ring,-----
*C1=Nc2c(*)ccc(*)c2C(=*)N1*,104,5,Ring,---=-
*c1nc2ccc[nH]c-2n1,104,1,Ring,-
*N1C=CN(*)C(=*)C1=*,104,4,Ring,--==
*c1cc2c(cc1*)N(*)C(=*)C(=*)N2*,104,6,Ring,---==-
*c1cc2c(cc1*)N(*)C(=*)C(=*)N2,104,5,Ring,---==
*N1Cc2cn(*)nc2C1,104,2,Ring,--
*c1cc2c(cc1*)C1CCC3(*)C(=*)CCC3C1CC2,104,4,Ring,---=
*C1=C(*)n2ncnc2N(*)C1=*,104,4,Ring,---=
*c1ccc2c(c1)C1OCCCC1C(*)N2,104,2,Ring,--
*C1C(=*)N(*)c2ccccc21,104,3,Ring,-=-
*C1CNC(=*)N1,104,2,Ring,-=
*c1ccnc2[nH]nc(*)c12,104,2,Ring,--
*c1cc2c(cc1*)CC(=*)N(*)CC2,104,4,Ring,--=-
*C1OC2(CCN(*)CC2)c2ccccc21,104,2,Ring,--
*C1=NCC(*)O1,104,2,Ring,--
*CCCCCCCCC*,104,2,Linker,--
*C(=O)NC(=O)COC(*)=O,104,2,Linker,--
*C(=S)NN=C(*)C,104,2,Linker,--
*C(*)NS(*)(=O)=O,104,3,Linker,---
*CC(C)O*,104,2,Linker,--
*NC(*)=NC#N,104,2,Linker,--
*NCC(C)NC(=O)OC,104,1,Sub,-
*C(C)NC,104,1,Sub,-
*OC(=O)C(O)C(C=C(C)C)NC(=O)OC(C)(C)C,104,1,Sub,-
*C=[N+]([O-])C(C)(C)C,104,1,Sub,-
*NNC(C)=O,104,1,Sub,-
*C(O)C(=O)OC,104,1,Sub,-
*C1=CC2=C(*)C(=*)C(*)(*)C(=*)C2=CN1*,103,7,Ring,--=--=-
*c1sc2cccc(*)c2c1*,103,3,Ring,---
*C1CC(=*)c2ccccc2O1,103,2,Ring,-=
*c1cn2c(n1)sc1ccccc12,103,1,Ring,-
*c1cn2c(*)c(*)c(*)nc2n1,103,4,Ring,----
*c1cc2n(n1)CC(*)(*)N(*)C2=*,103,5,Ring,----=
*c1ncnc2c1C(=*)N(*)CCO2,103,3,Ring,-=-
*N1CC(=*)N(*)C(*)(*)C1,103,5,Ring,-=---
*c1cc2cc(*)c(*)cc2o1,103,3,Ring,---
*c1ccc2c(c1)CCC1C2C(*)CC2(*)C(*)CCC12,103,4,Ring,----
*C1c2scnc2CCN1*,103,2,Ring,--
*c1cc2c(*)cnc(*)c2o1,103,3,Ring,---
*C1C(*)(*)CCC2C(*)(*)CCCC12*,103,6,Ring,------
*C1(*)CCCCC1=*,103,3,Ring,--=
*C1=C(*)C2CC3OC(=*)C(*)C4C5(*)OCC34C(C(*)C5*)C2(*)CC1=*,103,9,Ring,--=-----=
*C1=C(*)N(*)c2cc(*)ccc2C1=*,103,5,Ring,----=
*c1ccc2c(c1)NC(=*)C(=*)N2,103,3,Ring,-==
*c1ccc2c3ccccc3n(*)c2c1,103,2,Ring,--
*c1nc2c(*)ncnc2o1,103,2,Ring,--
*N1C(=*)OC(=*)C1=*,103,4,Ring,-===
*C1=CC2=C(C(=*)O1)C(*)C1C3(*)CCC(*)C(*)(*)C3CC(*)C1(*)O2,103,9,Ring,-=-------
*c1ccc2c(c1)C1OCCC1C(*)N2,103,2,Ring,--
*c1cc2c(c(*)c1*)OCO2,103,3,Ring,---
*c1cc(*)c2cc3c(cc2n1)OCO3,103,2,Ring,--
*N1C(=*)C2(SCC(=*)N2*)c2ccccc21,103,4,Ring,-==-
*c1ccc2c(c1)C1CC1(*)Cn1c-2c(*)c2ccc(*)cc21,103,4,Ring,----
*C(=O)NC(*)C(F)(F)F,103,2,Linker,--
*C=CC(=O)N(C)C*,103,2,Linker,--
*NCCCCO*,103,2,Linker,--
*CCNC(C)C*,103,2,Linker,--
*CC=C(C)C(=O)O,103,1,Sub,-
*OCCCCC(=O)O,103,1,Sub,-
*S(C)(=N)=O,103,1,Sub,-
*=C[N+](=O)[O-],103,1,Sub,=
*C(=O)C=CN(C)C,103,1,Sub,-
*OCOCCOC,103,1,Sub,-
*C=CCCC,103,1,Sub,-
*OCCCC(C)(C)C(=O)O,103,1,Sub,-
*C1Cc2c(ncn2*)CN1*,102,3,Ring,---
*C1CN(*)C(*)C2OC(=*)OC2(*)C(*)OC(=*)C(*)C(*)C(*)C(*)C(*)(*)C1,102,13,Ring,---=--=------
*C1Sc2ccccc2NC1=*,102,2,Ring,-=
*c1ccc2c(c1)C(*)C(*)O2,102,3,Ring,---
*c1cc2c(s1)-c1ccccc1N(*)C2=*,102,3,Ring,--=
*c1nnc2c3ccccc3nc(*)n12,102,2,Ring,--
*c1ncnc2sc3c(c12)CCC3,102,1,Ring,-
