smiles,occurrence,degree,type,bonds
*NC(=S)NN=C(*)*,39,3,Linker,---
*S(=O)(=O)NS(*)(=O)=O,39,2,Linker,--
*CN(C(*)=O)C(C)=O,39,2,Linker,--
*CNC(C)C(=O)N*,39,2,Linker,--
*C(*)=C(C)C,39,2,Linker,--
*CCC(=O)CC(O)CC*,39,2,Linker,--
*CNC(=O)C(*)N(C*)C(=O)C*,39,4,Linker,----
*C(=O)NN(*)C(=O)OC,39,2,Linker,--
*CS(=O)(=O)N(*)C,39,2,Linker,--
*NC(=O)C(*)(C)O,39,2,Linker,--
*CON=C(*)C(=O)N*,39,3,Linker,---
*C(C)N=*,39,2,Linker,-=
*CSC(*)C(N)=O,39,2,Linker,--
*C(=O)N(*)C(*)C(=O)NC(C)C,39,3,Linker,---
*NC(*)C(C)(C)C,39,2,Linker,--
*C=NNC(*)=N,39,2,Linker,--
*C(=O)NC(CC(=O)O)C(*)=O,39,2,Linker,--
*CCNC(C)C(*)O,39,2,Linker,--
*COC(=O)CCC(=O)N*,39,2,Linker,--
*CC(=O)NCCC(*)=O,39,2,Linker,--
*CC(=O)NC(C*)CN(C*)C(C)=O,39,3,Linker,---
*CNC(COC*)C(*)=O,39,3,Linker,---
*CC(NC(*)=O)C(=O)NC(*)C(=O)NC(C(=O)C(F)(F)C(=O)NCC(F)(F)F)C(C)C,39,3,Linker,---
*CC(=O)NC(*)NC(=O)C*,39,3,Linker,---
*NN=C(*)C(F)(F)F,39,2,Linker,--
*CN(CC(=O)N*)C(=O)C(C)(C)C,39,2,Linker,--
*CC(CC)NC(*)=O,39,2,Linker,--
*CCCC(=O)OCC(=O)N*,39,2,Linker,--
*CC(NC(*)=O)C(=O)NCCN*,39,3,Linker,---
*CCNC(=O)NCC*,39,2,Linker,--
*C=C(C#N)C=*,39,2,Linker,-=
*CCNC(=O)C(*)*,39,3,Linker,---
*NN=C(*)CS(*)(=O)=O,39,3,Linker,---
*C=CC(=O)NCCCCCCN*,39,2,Linker,--
*CC(CO)CNC(*)=O,39,2,Linker,--
*CC(CC=C)NS(*)(=O)=O,39,2,Linker,--
*C(=S)SCCC(*)(*)C#N,39,3,Linker,---
*C=NOCCCCCC*,39,2,Linker,--
*C(=O)NC(*)CN(C)C,39,2,Linker,--
*N(CCOS(C)(=O)=O)CCOS(C)(=O)=O,39,1,Sub,-
*C(=O)NC(C(=O)C(F)(F)C(F)(F)F)C(C)C,39,1,Sub,-
*SCC(=O)NCCCOC,39,1,Sub,-
*COC(=O)CCCCCCCCCCC,39,1,Sub,-
*O[Si](CC)(CC)CC,39,1,Sub,-
*CNC(=O)NC(C)(C)C,39,1,Sub,-
*OCSC,39,1,Sub,-
*C#CCCCCO,39,1,Sub,-
*OC(=O)C(=CC)CO,39,1,Sub,-
*CN(C)CC(C)C,39,1,Sub,-
*SCCC(=O)OC,39,1,Sub,-
*CCC(=O)NCCCOC,39,1,Sub,-
*NC(=O)CCC(C)C,39,1,Sub,-
*C=CC(=O)NCCO,39,1,Sub,-
*=CO,39,1,Sub,=
*C(=O)NCC(=O)NO,39,1,Sub,-
*COCCF,39,1,Sub,-
*S(=O)(=O)NCCCOC,39,1,Sub,-
*OC(=O)CCCCCCCC,39,1,Sub,-
*C(C)CC(=O)C=C(C)C,39,1,Sub,-
*CC(=O)NCCCOC(C)C,39,1,Sub,-
*CNC(=O)CO,39,1,Sub,-
*C(=O)NCC(C)CC,39,1,Sub,-
*NCC=C(C)C,39,1,Sub,-
*C(=O)NCCC(C)(C)C,39,1,Sub,-
*CCCS(=O)(=O)O,39,1,Sub,-
*C=CNC=O,39,1,Sub,-
*C(=O)NC(CCCNC(=N)N)C(=O)CF,39,1,Sub,-
*C(=O)C(N)CCSC,39,1,Sub,-
*SCCNC(C)=O,39,1,Sub,-
*S(=O)(=O)CC(F)(F)F,39,1,Sub,-
*C(O)O,39,1,Sub,-
*C(=O)NC(=CC)C(=O)O,39,1,Sub,-
*c1scc(-c2cccs2)c1*,38,2,Ring,--
*c1ccc(-c2ccc(*)s2)nn1,38,2,Ring,--
*C1CCC2(*)CCC3(*)C(CCC4C5(*)Cc6c[nH]nc6C(*)(*)C5CCC43*)C12,38,7,Ring,-------
*C12CCC(C1)C(*)(*)C2=*,38,4,Ring,---=
*C1CCC2C(*)C(*)OC3CC4(*)CCC1C32OO4,38,4,Ring,----
*c1nc(-c2cccc3ccccc23)oc1*,38,2,Ring,--
*C1Cc2ccccc2N(*)C1,38,2,Ring,--
*c1ccc(-c2cn3nc(N4CCC(*)CC4)sc3n2)cc1,38,2,Ring,--
*C1CCC2(CC1)OC(*)Cc1ccccc12,38,2,Ring,--
*N1Sc2ncccc2C1=*,38,2,Ring,-=
*c1ccc(-n2nc(*)c3c(-n4cnc(-c5cnn(*)c5)c4)ccnc32)c(*)c1,38,4,Ring,----
*c1ccc2ccc3ccccc3c2c1,38,1,Ring,-
*c1ccc(-c2cn3cccc(*)c3n2)cc1,38,2,Ring,--
*c1ccc2c(c1)nc(*)n2C1CCC(*)CC1,38,3,Ring,---
*C1CCC2(*)C3(*)CC4(*)OC2(C1*)C1(*)C3(*)C(*)C(*)(*)C41*,38,11,Ring,-----------
*C1=CC(*)C2C(=*)C(=*)OC2CC2=CC(C1)OC2=*,38,5,Ring,--===
*C1=Nc2cccc(*)c2C(=*)N1*,38,4,Ring,--=-
*c1ccc2nc(-c3cn4nc(*)sc4n3)oc2c1,38,2,Ring,--
*C1CC(*)(*)C(*)C(*)C(=*)C(*)(*)C(=*)OC(*)C2(*)OC(=*)OC2C(*)C1=*,38,14,Ring,-----=--=--=-=
*c1ccc(C2=Nc3cc(*)cc(*)c3C(=*)N2)cc1,38,4,Ring,---=
*N1C=Nc2c(c3nc4ccccc4nc3n2*)C1=*,38,3,Ring,--=
*c1cc2cn[nH]c2cc1*,38,2,Ring,--
*c1ccccc1-c1nn[nH]n1,38,1,Ring,-
*c1ccc(*)c(N2CCC(*)C2)c1,38,3,Ring,---
*c1cnc2c(*)c(*)ccc2c1,38,3,Ring,---
*C1Cc2ccccc2C1=*,38,2,Ring,-=
*c1ncnc2c1c(*)nn2C1CCCN(*)C1,38,3,Ring,---
*c1ccc(-c2cn(*)cn2)cc1,38,2,Ring,--
*c1cccc(-c2ccnc3c(*)cccc23)c1,38,2,Ring,--
*c1ccc(-n2nc(*)cc2C2CCN(*)CC2)cc1,38,3,Ring,---
*n1c2ccccc2c2cc[n+](*)cc21,38,2,Ring,--
*C1CCC(N2CCCCCC2)C1*,38,2,Ring,--
*N1C(=*)CCn2nc(-c3cccn3*)cc21,38,3,Ring,-=-
*c1ccccc1C1C(*)C(=*)C(=*)N1c1ccc(-c2ccon2)cc1,38,4,Ring,--==
*c1cc(-c2ccccc2)c2ccccc2n1,38,1,Ring,-
*c1csc(-c2cccc(*)c2*)n1,38,3,Ring,---
*c1ccn(-c2ccccc2*)c1,38,2,Ring,--
*c1nn(*)nc1*,38,3,Ring,---
*c1n[nH]c(*)c1-c1nc2ccccc2s1,38,2,Ring,--
*c1cc(*)c2c(c1)N(*)c1ccccc1C2=*,38,4,Ring,---=
*C1C(=*)OCC1(*)*,38,4,Ring,-=--
*c1ccc2c(*)coc2c1*,38,3,Ring,---
*C1=C(*)c2nc(*)c(*)c(*)c2C1=*,38,6,Ring,-----=
*c1n[nH]c(-c2cccnc2)n1,38,1,Ring,-
*N1N=C(c2ccccc2)C(c2ccccc2)=NC1=*,38,2,Ring,-=
*c1noc2c1CCc1ccccc1-2,38,1,Ring,-
*=C1CCCC1=*,38,2,Ring,==
*c1ccc2c(c1)COc1cc(*)ccc1C2=*,38,3,Ring,--=
*C1C(=*)N(*)C(*)C(=*)N1*,38,6,Ring,-=--=-
*c1ccc(C2CC(c3ccc(*)cc3*)=NN2*)cc1,38,4,Ring,----
*c1c2c(n(*)c1*)CCNC2=*,38,4,Ring,---=
*c1cc2c(c(*)c1*)C(=*)C(*)(C1CCCC1)C2,38,5,Ring,---=-
*c1ccc(-c2nc(*)c3ccccc3n2)cc1*,38,3,Ring,---
*c1ccccc1-c1ccc(N2CCCC(*)C2=*)c(*)c1,38,4,Ring,--=-
*c1nc(N2CCN(*)CC2)nc2c(*)ncnc12,38,3,Ring,---
*c1c(N2CCOCC2)c(=*)c2ccccc2c1=*,38,3,Ring,-==
*C1=NN(c2cc3nc(*)sc3cc2*)C(=*)O1,38,4,Ring,---=
*c1ccc(-c2cnn(*)c2*)cc1,38,3,Ring,---
*N1CCN(C2CCOCC2)CC1,38,1,Ring,-
*N1CCc2ccccc2C1c1ccccc1,38,1,Ring,-
*c1cc2c(cc1*)-c1ccc3cc4c(cc3c1N(*)C2=*)OCO4,38,4,Ring,---=
*c1ccc(*)c(-c2nc(*)sc2*)c1,38,4,Ring,----
*C1CC(*)(*)C(*)C(*)C(=*)C(*)C(=*)OC(*)C2(*)OC(=*)OC2C(*)C1=*,38,13,Ring,-----=-=--=-=
*C1=NC2=C(CN(*)CC2)C(=*)N1,38,3,Ring,--=
*c1ccc(-c2c(*)nn3c(*)c(*)c(*)nc23)cc1,38,5,Ring,-----
*c1ccc(N2C(=*)C(=*)N(*)C2=*)cc1,38,5,Ring,-==-=
*C1CCC2(*)C3CC(*)C4(*)C(C5=CC(=*)OC5)CCC4(*)C3CCC2(*)C1,38,7,Ring,----=--
*c1ccc(-c2c(*)[nH]c(*)c2*)cc1*,38,5,Ring,-----
*C1=NC(*)C(=*)N(*)c2cc(*)ccc21,38,5,Ring,--=--
*c1ccccc1-c1cnc(*)c(*)n1,38,3,Ring,---
*c1ccc(-n2nc(*)c(*)c2-n2cccc2)c(*)c1,38,4,Ring,----
*c1cccc(-c2noc(C3CCN3*)n2)c1*,38,3,Ring,---
*C1=Nc2cc(*)ccc2C(=*)O1,38,3,Ring,--=
*C1=CC(=*)OC(*)C1,38,3,Ring,-=-
*N1CCCC2(COCCN(*)C2)C1,38,2,Ring,--
*c1cc(*)c2c(c1)OC(*)(*)C1=C2CC(*)CC1,38,5,Ring,-----
*c1cccc2c1C(=*)N(C1CCCCC1)C2,38,2,Ring,-=
*c1nc(*)c2ccc(-c3ncccc3*)cc2n1,38,3,Ring,---
*C1=C(N2CCC3(CCN(*)CC3)C2=*)COC1=*,38,4,Ring,--==
*c1cccc2c1S(=*)(=*)N(*)CC(*)O2,38,5,Ring,-==--
*c1ccc(-c2cc(*)c(*)o2)cc1,38,3,Ring,---
*C1CCN(C2Cc3ccccc3C2)CC1,38,1,Ring,-
*c1ccc(-c2c(*)c(*)c(-c3ccc(*)cc3)c(*)c2*)cc1,38,6,Ring,------
*c1ccc(-c2ccc3ccccc3c2)cc1,38,1,Ring,-
*C1CCC2(*)CCC3(*)C(CC(*)C4C5(*)C(*)OC(*)(*)C5CCC43*)C12,38,9,Ring,---------
*c1nc(N2CCNCC2)nc2c(*)ncnc12,38,2,Ring,--
*C1CCc2c(c3ccccc3n2*)C1,38,2,Ring,--
*C1=Nc2ccc(*)cc2CN1*,38,3,Ring,---
*c1cnc(N2CCOCC2)s1,38,1,Ring,-
*c1cc2c(cn1)C(=*)N(c1c(*)cccc1*)C=N2,38,4,Ring,-=--
*=C1CNC(=*)C1=*,38,3,Ring,===
*c1ccc(-n2c3c(c4ncnc(*)c42)COC3)cc1*,38,3,Ring,---
*c1cc2ccncc2[nH]1,38,1,Ring,-
*c1ccc2c(c1)OC(c1cc(*)c(*)c(*)c1)C(*)O2,38,5,Ring,-----
*C1=C(c2nc3c(*)cc(N4CCOCC4)cc3[nH]2)C(=*)NC=C1,38,3,Ring,--=
*c1ccc2c(c1)SN(*)C2=*,38,3,Ring,--=
*c1cncc(-c2cn(-c3cc(*)ccc3*)nn2)c1,38,3,Ring,---
*c1ccc2c(c1)ncn2-c1ccccc1*,38,2,Ring,--
*C1=CN(C2CC2)c2c(*)c(N3CCC(*)C3)c(*)c(*)c2C1=*,38,6,Ring,-----=
*c1ccc(N2CC(*)n3nc(*)cc3C2=*)cc1,38,4,Ring,---=
*N1CCC2(CC1)OCCc1ccsc12,38,1,Ring,-
*c1ccc(-c2nc(C3OCC(*)(*)CO3)[nH]c2-c2ccnc(*)n2)cc1,38,4,Ring,----
*N1CCC2(CCO2)CC1,38,1,Ring,-
*c1ccc2c(c1)nc1n2CCOC1,38,1,Ring,-
*c1nccnc1C1CCOCC1,38,1,Ring,-
*C1(*)CCC2(*)CCC3(*)C(=CC(=*)C4C5(*)CC(=*)C(=*)C(*)(*)C5CCC43*)C2C1,38,11,Ring,----=-==---
*C1=CC=C2C3CC(CN(*)C3)CN2C1=*,38,3,Ring,--=
*N1C(=*)c2cccc3c(N4CCOCC4)ccc(c23)C1=*,38,3,Ring,-==
*C1=CSC2C(=*)C(=*)N12,38,3,Ring,-==
*C1CCC(=*)N(C2CCCC2)C1,38,2,Ring,-=
*n1cnc2c(-c3ccco3)ncnc21,38,1,Ring,-
*C1=CCCC2(*)OC2C2OC(=*)C(=*)C2CC1*,38,5,Ring,--==-
*c1ccc(N2C(=*)c3c(sc(*)c3*)N(*)C2=*)cc1*,38,7,Ring,-=---=-
*c1cc2cccnc2n1*,38,2,Ring,--
*c1ccccc1-c1nc2cccnc2o1,38,1,Ring,-
*C1CCC2(*)CCC3(*)C(CC4OC(=*)CC(*)C5(*)C(*)CCC3(*)C45)C12,38,8,Ring,---=----
*C1CCCCC1N1CCN(*)CC1,38,2,Ring,--
*c1ccc2c(c1*)OC(*)CC2,38,3,Ring,---
*c1c(-c2ccccc2)nc2sccn12,38,1,Ring,-
*c1ccc(-c2nc3cc(*)c(*)cc3n2*)cc1,38,4,Ring,----
*C1=CC(c2ccccc2)CC(*)O1,38,2,Ring,--
*c1ccc(*)c(-c2cc(*)no2)c1,38,3,Ring,---
*c1cccc(-c2cc(*)c(*)s2)c1,38,3,Ring,---
*c1ccc(-c2cnccc2*)cc1,38,2,Ring,--
*c1cc(C2CC2(*)*)cc(*)c1*,38,5,Ring,-----
*c1ccc2c(c1)N(*)C(=*)C(*)CO2,38,4,Ring,--=-
*c1ccc2c(*)c3n(c2c1)CC(*)CC3,38,3,Ring,---
*c1nc2c(c(*)c1*)CCCC2,38,3,Ring,---
*C1CC2(CO2)CC(*)(*)O1,38,3,Ring,---
*c1cccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc(*)c2)c1,38,2,Ring,--
*C1=CC2=NC(*)=C(*)C(=*)N2C=C1,38,4,Ring,---=
*C1=CN=C(c2ccccc2*)NC1=*,38,3,Ring,--=
*C1=Nc2c(*)cccc2C(=*)N1,38,3,Ring,--=
*C1=C(N2CCOCC2)C(=*)C1=*,38,3,Ring,-==
*c1ccc(-c2nc(*)c3ccccn23)cc1,38,2,Ring,--
*C1(*)CCOC1=*,38,3,Ring,--=
*c1c(-c2ncnc3[nH]ccc23)nnn1*,38,2,Ring,--
*N1CCC2(CC1)Cc1cnn(*)c1C(=*)N2,38,3,Ring,--=
*c1nc(*)c2c(c1*)COC(*)(*)O2,38,5,Ring,-----
*N1N=C2C=CC(c3ccccc3)=NN2C1=*,38,2,Ring,-=
*c1nc2c(*)ccc(N3CCOCC3)c2s1,38,2,Ring,--
*c1cc2cc(*)sc2[nH]1,38,2,Ring,--
*c1nc2c(*)c(*)nc(*)n2n1,38,4,Ring,----
*c1ccc(*)c2c(=*)c3cnccc3c(=*)c12,38,4,Ring,--==
*c1cn2cc(*)nc2c(*)n1,38,3,Ring,---
*c1nnc(-c2cnccn2)o1,38,1,Ring,-
*c1ccc(C23c4cnccc4C(=*)N2CCN3*)cc1,38,3,Ring,-=-
*C1=NN(*)C(*)C1,38,3,Ring,---
*c1ccc(*)[n+](*)c1*,38,4,Ring,----
*c1cccc2c(=*)ccc(=*)c12,38,3,Ring,-==
*C1CCc2c(sc3c2C(=*)N(*)N=N3)C1,38,3,Ring,-=-
*c1ccc2c(c1)N(*)C(=*)C(*)(*)C(=*)N2*,38,7,Ring,--=--=-
*c1cncc(-c2nc(*)nc(*)n2)n1,38,3,Ring,---
*N1CCN(c2ncnc3c2ncn3*)CC1,38,2,Ring,--
*c1cc(-n2cnc(*)c2)ncn1,38,2,Ring,--
*c1nc2ncccc2s1,38,1,Ring,-
*c1c(*)c(=*)c2ncncc2c1=*,38,4,Ring,--==
*c1ccccc1C1(*)CC(=*)N(*)C1=*,38,5,Ring,--=-=
*c1c2c(nc3ccccc13)C(c1ccc3c(c1)OCO3)N(*)C2,38,2,Ring,--
*C1CC2(*)C(CCC3(*)C(*)CC(*)C(=*)C32)C(=*)O1,38,7,Ring,-----==
*C1=CCC(*)C1,38,2,Ring,--
*c1ccc(-c2cc(*)c(*)cc2*)cn1,38,4,Ring,----
*C1COC(*)(*)OC1c1ccccc1,38,3,Ring,---
*c1ccc(C2=Cc3cc(*)ccc3OC2=*)cc1,38,3,Ring,--=
*c1ccc(-c2cc3c(o2)=NC(=*)N(C2CC(*)C(*)O2)C=3)cc1,38,4,Ring,-=--
*C1CN(*)CC1(*)C1CC1,38,3,Ring,---
*C1=C(*)C(*)C2C(=*)C(=*)OC2C1,38,5,Ring,---==
*C1C(N2C=CC(=*)NC2=*)OC(*)(*)C1*,38,6,Ring,-==---
*c1nc(-c2ccccn2)nnc1-c1ccccc1,38,1,Ring,-
*N1CCN(c2ncc3c(n2)CCN(*)C3)CC1,38,2,Ring,--
*C1=Cc2cc(*)c(*)c(*)c2C(=*)C(*)=C1,38,6,Ring,----=-
*c1ccc(-c2nc(*)cn2-c2ccc(*)cc2)cc1,38,3,Ring,---
*c1ccc2c3c(=*)c4cc5c(cc4c=3n(*)c(=*)c2c1)OCO5,38,4,Ring,-=-=
*CCN=C(N)N*,38,2,Linker,--
*CC(*)(O)CS*,38,3,Linker,---
*NN(C(=O)O*)S(*)(=O)=O,38,3,Linker,---
*CC(N)=NOC(*)=O,38,2,Linker,--
*C=NCCC*,38,2,Linker,--
*NCCCCCCCNC(*)=O,38,2,Linker,--
*CNS(=O)(=O)CCNC(*)=O,38,2,Linker,--
*CN(C(CCC(F)(F)F)C(N)=O)S(*)(=O)=O,38,2,Linker,--
*C(=O)OCC(*)C,38,2,Linker,--
*CCN(C*)C(C)=O,38,2,Linker,--
*C#CC=C*,38,2,Linker,--
*CCCCCCC(*)O,38,2,Linker,--
*C(=N)NS(*)(=O)=O,38,2,Linker,--
*CCNC(=O)C(C*)NC(*)=O,38,3,Linker,---
*SCCN=*,38,2,Linker,-=
*CNC(=O)C(CCSC)NC(*)=O,38,2,Linker,--
*NCCOCCOCCNC(*)=O,38,2,Linker,--
*C(=O)NC(*)CNC,38,2,Linker,--
*NC(*)C(=O)NS(*)(=O)=O,38,3,Linker,---
*CN(C(=O)COC(*)=O)C(C)(C)C,38,2,Linker,--
*CCC(N)C(=O)N*,38,2,Linker,--
*C=CC(=O)NCCO*,38,2,Linker,--
*CNC(=O)CN(C*)S(*)(=O)=O,38,3,Linker,---
*C=NNC(=O)CSC*,38,2,Linker,--
*OC(*)([2H])[2H],38,2,Linker,--
*NC(=O)C(CC(C)(C)F)NC(*)C(F)(F)F,38,2,Linker,--
*OCC(C)(C#N)NC(*)=O,38,2,Linker,--
*NC(=O)COC(=O)CCNS(*)(=O)=O,38,2,Linker,--
*C(=O)NC(*)C(Cl)(Cl)Cl,38,2,Linker,--
*CN(*)C(=O)OC(C)(C)C,38,2,Linker,--
*CCC[P+](*)(*)*,38,4,Linker,----
*CC(=O)OC(C)C(*)=O,38,2,Linker,--
*C(*)ON=CC(=O)O,38,2,Linker,--
*CN(CC(=O)N*)S(C)(=O)=O,38,2,Linker,--
*C(C)C(=O)NN=*,38,2,Linker,-=
*CNC(=O)C(C*)NC(C)=O,38,2,Linker,--
*C(=O)OC(*)C(C)C,38,2,Linker,--
*NC(=O)C[S+]([O-])CC(=O)N*,38,2,Linker,--
*CN(C(*)=O)C(*)C,38,3,Linker,---
*OCC(C)NC(*)=O,38,2,Linker,--
*CC(NC(*)=O)C(O)CNC(C)C(=O)N*,38,3,Linker,---
*CNC(=O)CN(CC)S(*)(=O)=O,38,2,Linker,--
*C(=O)NC(CCCNC(=N)N)C(=O)NC(*)C,38,2,Linker,--
*CCCCCCNC*,38,2,Linker,--
*C(*)(C)NC(C)=O,38,2,Linker,--
*C(=S)NN=*,38,2,Linker,-=
*OCCCCNC,38,1,Sub,-
*COCC#C,38,1,Sub,-
*C(=O)NC(C(=O)NC(C(=O)OC)C(C)C)C(C)CC,38,1,Sub,-
*C(C)=NOCC(O)CNC(C)(C)C,38,1,Sub,-
*C(S)=NCCOC,38,1,Sub,-
*C(=O)C(NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(N)CC(=O)O)C(C)C)C(C)C,38,1,Sub,-
*OC(=O)C=CC=CC,38,1,Sub,-
*CC(O)CN(C)C,38,1,Sub,-
*C(=O)N(C)CC(C)C,38,1,Sub,-
*CN(CC(C)C)C(=O)C=CC(C)Cl,38,1,Sub,-
*C[Se]C#N,38,1,Sub,-
*=CC(N)=O,38,1,Sub,=
*C(N)=NC(C)CO,38,1,Sub,-
*CNCCCCC,38,1,Sub,-
*C#CP(=O)(O)CC(O)CC(=O)O,38,1,Sub,-
*OCCC#C,38,1,Sub,-
*C(=O)CCC(N)C(=O)O,38,1,Sub,-
*C(=O)C=CC(=O)OC,38,1,Sub,-
*C=C(C)C=C,38,1,Sub,-
*C(F)(F)C(F)(F)C(F)(F)F,38,1,Sub,-
*NC(=O)NCC(C)C,38,1,Sub,-
*CC(F)(F)CO,38,1,Sub,-
*=CCC(C)C,38,1,Sub,=
*SCC(=O)NCCC,38,1,Sub,-
*C#CCCCO,38,1,Sub,-
*C(=O)CCOCC,38,1,Sub,-
*C(CC(C)C)C(=O)NCC#N,38,1,Sub,-
*C=NN,38,1,Sub,-
*=C(O)OCCOC,38,1,Sub,=
*C=NN(C)C,38,1,Sub,-
*C(=O)NC(C(=O)NC)C(C)C,38,1,Sub,-
*C(=O)NNCCCC,38,1,Sub,-
*CC(C)(C)CC(=O)O,38,1,Sub,-
*C(=O)NCCOCC,38,1,Sub,-
*S(=O)(=O)NCC=C,38,1,Sub,-
*N(CC(=O)O)C(=O)C(C)CS,38,1,Sub,-
*C=CC=CCCCCC,38,1,Sub,-
*C(=O)OC(CC)CC,38,1,Sub,-
*C=C(C(=O)OCC)C(=O)OCC,38,1,Sub,-
*N(C)N,38,1,Sub,-
*C(=O)OCCC#C,38,1,Sub,-
*=CNC(N)=O,38,1,Sub,=
*COCCN,38,1,Sub,-
*C(=O)NCCCCC(=O)O,38,1,Sub,-
*=NNC(=O)OCC,38,1,Sub,=
*NC(=O)OCCCCN(C)C,38,1,Sub,-
*N1C(=*)c2cn(*)cc2N(*)C1=*,37,5,Ring,-=--=
*c1cc(*)c2[nH]c3nc(*)nc(N4CC(=*)C4)c3c2c1,37,4,Ring,---=
*c1cn2ccnc2c(*)n1,37,2,Ring,--
*c1cccc2c1CNC2=*,37,2,Ring,-=
*C1=C(c2ccc(*)cc2)Oc2cc(*)c(*)c(*)c2C1=*,37,6,Ring,-----=
*c1ccc2c(c1)SCC1CCCCC1C2=*,37,2,Ring,-=
*C1(*)CC(=*)CC(=*)C1,37,4,Ring,--==
*c1nnnn1-c1cccc2ccccc12,37,1,Ring,-
*c1ccc2nc(N3CCN(c4ccccn4)CC3)c3c(c2c1)-c1ccccc1C3=*,37,2,Ring,-=
*c1ncnc2c1ncn2C1OC(*)C(*)(*)C1*,37,5,Ring,-----
*C1=C(*)c2cc(*)c(*)cc2CCC1,37,4,Ring,----
*N1CCn2ncnc2C1,37,1,Ring,-
*N1CCC2(CC1)OCCc1sccc12,37,1,Ring,-
*C1=NNC(=*)N(*)C1=*,37,4,Ring,-=-=
*c1c(*)n2c3c(cccc13)CCC2,37,2,Ring,--
*c1oc2c(=*)c3ccccc3c(=*)c2c1*,37,4,Ring,-==-
*c1ccc2c(c1)C1(CCN(*)CC1)CN2*,37,3,Ring,---
*c1ccc2c(c1)N(*)CCN2*,37,3,Ring,---
*c1nc(-c2c[nH]c3ccccc23)cs1,37,1,Ring,-
*c1cccc(C2C(*)C(=*)N2*)c1,37,4,Ring,--=-
*c1n[nH]nc1*,37,2,Ring,--
*C1CC2(*)C(*)CCC2C2CCC3=CC(=*)CCC3(*)C12,37,5,Ring,---=-
*c1nc(N2CCC(*)CC2)nc2c1CN(*)CC2,37,3,Ring,---
*c1cc(*)c(-c2nc(*)nc3c2CN(*)C3)c(*)c1,37,5,Ring,-----
*c1ccc2c(*)c3c(nc2c1)CCC3,37,2,Ring,--
*C1(*)C(=*)c2ccccc2C1=*,37,4,Ring,--==
*C1=C(N2CCCC2)C(=*)C1=*,37,3,Ring,-==
*C1=C(c2cccc(*)c2)Nc2cc(*)ccc2C1=*,37,4,Ring,---=
*n1c(=*)c2nccnc2c1=*,37,3,Ring,-==
*c1ccc(-c2nc(*)c(-c3ccsc3)o2)cc1,37,2,Ring,--
*c1ccc(-c2ccn[nH]2)cc1,37,1,Ring,-
*c1nc2cc(-c3nnn[nH]3)ccc2c2sccc12,37,1,Ring,-
*c1nc2n(*)c3ccccc3n2c1*,37,3,Ring,---
*c1cccc2c1CCCC2=*,37,2,Ring,-=
*C1OCCN(*)C1=*,37,3,Ring,--=
*C1C(=*)C1*,37,3,Ring,-=-
*c1ccc2c(c1)N=C1C(=*)CCN1C2=*,37,3,Ring,-==
*C1=CN(*)C=C(*)C1c1ccccc1,37,3,Ring,---
*c1ccc2[nH]c3ncnc(*)c3c2c1,37,2,Ring,--
*c1ccsn1,37,1,Ring,-
*c1nccc(-c2[nH]c(-c3ccccc3)nc2-c2ccc(*)c(*)c2)n1,37,3,Ring,---
*c1cc(-c2ccccc2)c(-c2ccccc2)nn1,37,1,Ring,-
*C1=Nc2ccccc2C(=*)S1,37,2,Ring,-=
*C1=CN(C2CC2)c2nc(N3CCC(*)C3)c(*)cc2C1=*,37,4,Ring,---=
*c1ccc(N2C(=*)NC(*)(*)C2=*)cc1*,37,6,Ring,-=--=-
*N1CCN(c2ncnc3sc4c(c23)CCCC4)CC1,37,1,Ring,-
*c1cn(C2CN(*)C2)nn1,37,2,Ring,--
*N1CCC2=C(CC1)N(*)C(=*)C=C2,37,3,Ring,--=
*c1ccc(-c2ccc(*)s2)c(*)c1,37,3,Ring,---
*c1cccc(-c2cncn2*)c1,37,2,Ring,--
*C1=C(*)OCCO1,37,2,Ring,--
*c1nc2nncc-2c(*)[nH]1,37,2,Ring,--
*c1cccc2c1C(=*)N(*)S2(=*)=*,37,5,Ring,-=-==
*c1ccc2c(c1)-c1ncnn1Cc1c(*)ncn1-2,37,2,Ring,--
*C1Cc2ccccc2C12CCN(*)CC2,37,2,Ring,--
*c1ccc2c(c1)CN(c1cncnc1)CC2*,37,2,Ring,--
*N1CCN(C2COC2)CC1,37,1,Ring,-
*c1cccc(-n2ncc3c2CCCC3*)c1*,37,3,Ring,---
*C1CCC(*)(*)OC1*,37,4,Ring,----
*c1cccc(C2(*)NC(=*)N(*)C2=*)c1,37,5,Ring,--=-=
*c1cc(*)c(-c2cn3ccc(N4CCC(*)C4)cc3n2)cc1*,37,4,Ring,----
*c1ccc(C2CN(*)C2)cc1*,37,3,Ring,---
*c1ccnc(N2C(=*)CCC2*)c1,37,3,Ring,-=-
*c1nc2ccccc2n2cncc12,37,1,Ring,-
*C1C2OC2C(=*)C2CCN3C(=*)N(c4ccccc4)C(=*)N3C21,37,4,Ring,-===
*C1CCC(N2C(=*)OC(*)(*)C2c2ccccc2)CC1,37,4,Ring,-=--
*c1cnc(-c2cccnc2)nc1,37,1,Ring,-
*c1ccc(C2=NN(*)C(c3cc(*)c(*)c(*)c3)C2)cc1,37,5,Ring,-----
*c1nnc(-c2ccsc2)o1,37,1,Ring,-
